KIC,lamost_id,RA (deg),DEC (deg),dtheta (arcsec),lamost filename 
 7946762,581604189,286.305961,43.705767,3.8433,spec-57920-KP190808N440210V04_sp04-189.fits.gz 
 7948086,362004057,287.002560,43.786510,0.0285,spec-57291-KP190808N440210V02_sp04-057.fits.gz 
 7948086,581604057,287.002560,43.786510,0.0285,spec-57920-KP190808N440210V04_sp04-057.fits.gz 
 7949258,362004105,287.600400,43.768559,0.0332,spec-57291-KP190808N440210V02_sp04-105.fits.gz 
 7949258,369114011,287.600400,43.768559,0.0332,spec-57307-KP192102N424113V04_sp14-011.fits.gz 
 7949258,581604105,287.600400,43.768559,0.0332,spec-57920-KP190808N440210V04_sp04-105.fits.gz 
 7949585,161404114,287.768917,43.713278,0.0504,spec-56570-KP190808N440210V01_sp04-114.fits.gz 
 7949599,362104104,287.775700,43.771889,0.0217,spec-57291-KP190808N440210V03_sp04-104.fits.gz 
 7949599,581704104,287.775700,43.771889,0.0217,spec-57920-KP190808N440210V05_sp04-104.fits.gz 
 7950550,369014142,288.209720,43.742561,0.0043,spec-57307-KP192102N424113V03_sp14-142.fits.gz 
 7950550,581808244,288.209720,43.742561,0.0043,spec-57920-KP190808N440210V06_sp08-244.fits.gz 
 7954197,362006138,289.792750,43.766134,1.5650,spec-57291-KP190808N440210V02_sp06-138.fits.gz 
 7954197,369015017,289.792750,43.766134,1.5650,spec-57307-KP192102N424113V03_sp15-017.fits.gz 
 7955392,369115024,290.218750,43.733559,0.0069,spec-57307-KP192102N424113V04_sp15-024.fits.gz 
 7957166,369015127,290.805630,43.740440,0.0053,spec-57307-KP192102N424113V03_sp15-127.fits.gz 
 7957377,369009107,290.888730,43.772442,0.0115,spec-57307-KP192102N424113V03_sp09-107.fits.gz 
 7957918,159609064,291.069375,43.732583,0.0482,spec-56562-KP192102N424113V02_sp09-064.fits.gz 
 7957918,247710197,291.069375,43.732583,0.0482,spec-56914-KP193637N444141V02_sp10-197.fits.gz 
 7967534,247605110,294.423917,43.724222,0.1557,spec-56914-KP193637N444141V01_sp05-110.fits.gz 
 7969754,359908103,295.129390,43.754822,0.0296,spec-57287-KP193637N444141V03_sp08-103.fits.gz 
 7970014,359908109,295.214420,43.715710,0.0242,spec-57287-KP193637N444141V03_sp08-109.fits.gz 
 7971070,360008124,295.544770,43.702042,0.0324,spec-57287-KP193637N444141V04_sp08-124.fits.gz 
 7975276,367811128,296.779346,43.741036,0.5539,spec-57304-KP194918N413456V05_sp11-128.fits.gz 
 7975647,247706209,296.876292,43.740972,0.0525,spec-56914-KP193637N444141V02_sp06-209.fits.gz 
 7975969,359906104,296.969910,43.768230,0.0043,spec-57287-KP193637N444141V03_sp06-104.fits.gz 
 7979316,367711105,297.758591,43.747230,0.8378,spec-57304-KP194918N413456V04_sp11-105.fits.gz 
 7983221,364302106,298.702390,43.718201,0.0061,spec-57299-KP195920N454621V05_sp02-106.fits.gz 
 7983221,367912234,298.702390,43.718201,0.0061,spec-57304-KP194918N413456V06_sp12-234.fits.gz 
 7985438,364201031,299.266248,43.789059,1.9664,spec-57299-KP195920N454621V04_sp01-031.fits.gz 
 8004637,577714145,280.082030,43.810581,0.0301,spec-57912-KP185031N425443V04_sp14-145.fits.gz 
 8005116,163014142,280.426583,43.840444,0.0313,spec-56573-KP185031N425443V01_sp14-142.fits.gz 
 8007217,365015099,281.854761,43.890979,2.9261,spec-57300-KP185031N425443V02_sp15-099.fits.gz 
 8009339,365009104,283.123582,43.869639,3.1014,spec-57300-KP185031N425443V02_sp09-104.fits.gz 
 8013399,362003084,285.153290,43.819321,0.0268,spec-57291-KP190808N440210V02_sp03-084.fits.gz 
 8013399,577813115,285.153290,43.819321,0.0268,spec-57912-KP185031N425443V05_sp13-115.fits.gz 
 8016118,362004200,286.638610,43.850040,0.0285,spec-57291-KP190808N440210V02_sp04-200.fits.gz 
 8016118,581604176,286.638610,43.850040,0.0285,spec-57920-KP190808N440210V04_sp04-176.fits.gz 
 8017459,369014017,287.323520,43.813862,0.0197,spec-57307-KP192102N424113V03_sp14-017.fits.gz 
 8019232,362008027,288.180015,43.866329,1.7463,spec-57291-KP190808N440210V02_sp08-027.fits.gz 
 8019232,369016083,288.180015,43.866329,1.7463,spec-57307-KP192102N424113V03_sp16-083.fits.gz 
 8024699,369115144,290.404170,43.851898,0.0250,spec-57307-KP192102N424113V04_sp15-144.fits.gz 
 8026963,359910196,291.157530,43.847511,0.0197,spec-57287-KP193637N444141V03_sp10-196.fits.gz 
 8026963,360110196,291.157530,43.847511,0.0197,spec-57287-KP193637N444141V05_sp10-196.fits.gz 
 8026963,369109102,291.157530,43.847511,0.0197,spec-57307-KP192102N424113V04_sp09-102.fits.gz 
 8042126,360106228,296.216130,43.898739,0.0238,spec-57287-KP193637N444141V05_sp06-228.fits.gz 
 8042598,359906012,296.346860,43.852501,0.0053,spec-57287-KP193637N444141V03_sp06-012.fits.gz 
 8042834,360006012,296.409300,43.839218,0.0328,spec-57287-KP193637N444141V04_sp06-012.fits.gz 
 8045883,360006162,297.232600,43.861420,0.0217,spec-57287-KP193637N444141V04_sp06-162.fits.gz 
 8046439,359906163,297.358700,43.872509,0.0228,spec-57287-KP193637N444141V03_sp06-163.fits.gz 
 8053949,364301057,299.169650,43.861858,0.0242,spec-57299-KP195920N454621V05_sp01-057.fits.gz 
 8054055,364201074,299.198240,43.850811,0.0261,spec-57299-KP195920N454621V04_sp01-074.fits.gz 
 8054233,364301031,299.243590,43.814362,0.0261,spec-57299-KP195920N454621V05_sp01-031.fits.gz 
 8056874,158801079,299.875208,43.840556,0.0575,spec-56561-KP195920N454621V01_sp01-079.fits.gz 
 8078554,365009123,283.160630,43.931069,0.8578,spec-57300-KP185031N425443V02_sp09-123.fits.gz 
 8081278,365012161,284.553100,43.992111,0.0215,spec-57300-KP185031N425443V02_sp12-161.fits.gz 
 8081535,577613159,284.692050,43.923111,0.0322,spec-57912-KP185031N425443V03_sp13-159.fits.gz 
 8082494,362103099,285.239840,43.977409,0.0106,spec-57291-KP190808N440210V03_sp03-099.fits.gz 
 8082494,577613116,285.239840,43.977409,0.0106,spec-57912-KP185031N425443V03_sp13-116.fits.gz 
 8084971,362004192,286.631500,43.937569,0.0217,spec-57291-KP190808N440210V02_sp04-192.fits.gz 
 8084971,581604192,286.631500,43.937569,0.0217,spec-57920-KP190808N440210V04_sp04-192.fits.gz 
 8087067,369116010,287.683320,43.912380,0.0304,spec-57307-KP192102N424113V04_sp16-010.fits.gz 
 8088198,369116084,288.258300,43.906090,0.0043,spec-57307-KP192102N424113V04_sp16-084.fits.gz 
 8094602,159609108,290.722083,43.923083,0.1750,spec-56562-KP192102N424113V02_sp09-108.fits.gz 
 8097755,359910029,291.858460,43.908939,0.0282,spec-57287-KP193637N444141V03_sp10-029.fits.gz 
 8097831,359910208,291.883755,43.996922,2.6793,spec-57287-KP193637N444141V03_sp10-208.fits.gz 
 8097831,369012076,291.883755,43.996922,2.6793,spec-57307-KP192102N424113V03_sp12-076.fits.gz 
 8099073,359910154,292.346010,43.919991,0.0292,spec-57287-KP193637N444141V03_sp10-154.fits.gz 
 8099102,360110163,292.354370,43.994740,0.0242,spec-57287-KP193637N444141V05_sp10-163.fits.gz 
 8104771,359905121,294.311580,43.925541,0.0252,spec-57287-KP193637N444141V03_sp05-121.fits.gz 
 8105002,360005121,294.378915,43.911659,0.5782,spec-57287-KP193637N444141V04_sp05-121.fits.gz 
 8105575,247605125,294.555542,43.938861,0.0448,spec-56914-KP193637N444141V01_sp05-125.fits.gz 
 8107079,247608021,295.054417,43.934694,0.0208,spec-56914-KP193637N444141V01_sp08-021.fits.gz 
 8107227,360108008,295.111020,43.932598,0.0075,spec-57287-KP193637N444141V05_sp08-008.fits.gz 
 8107831,360008025,295.306210,43.999451,0.0282,spec-57287-KP193637N444141V04_sp08-025.fits.gz 
 8108336,359908143,295.460750,43.975529,0.0224,spec-57287-KP193637N444141V03_sp08-143.fits.gz 
 8112523,162311167,296.706250,43.930250,0.0000,spec-56571-KP194918N413456V02_sp11-167.fits.gz 
 8123843,158901058,299.454000,43.968917,0.0899,spec-56561-KP195920N454621V02_sp01-058.fits.gz 
 8124622,364201156,299.650307,43.960202,1.0942,spec-57299-KP195920N454621V04_sp01-156.fits.gz 
 8126282,364201088,300.090683,43.904367,1.5333,spec-57299-KP195920N454621V04_sp01-088.fits.gz 
 8144529,163015209,281.994708,44.080056,0.0475,spec-56573-KP185031N425443V01_sp15-209.fits.gz 
 8145176,365015004,282.387910,44.055569,0.0282,spec-57300-KP185031N425443V02_sp15-004.fits.gz 
 8145590,365015144,282.634251,44.048859,2.8283,spec-57300-KP185031N425443V02_sp15-144.fits.gz 
 8145677,163015144,282.682792,44.054000,0.1041,spec-56573-KP185031N425443V01_sp15-144.fits.gz 
 8148719,581614183,284.272130,44.083408,0.0571,spec-57920-KP190808N440210V04_sp14-183.fits.gz 
 8148993,362014187,284.423650,44.094990,0.0217,spec-57291-KP190808N440210V02_sp14-187.fits.gz 
 8148993,581814187,284.423650,44.094990,0.0217,spec-57920-KP190808N440210V06_sp14-187.fits.gz 
 8153309,362004157,286.758540,44.030602,0.0087,spec-57291-KP190808N440210V02_sp04-157.fits.gz 
 8153309,581604157,286.758540,44.030602,0.0087,spec-57920-KP190808N440210V04_sp04-157.fits.gz 
 8154541,369016015,287.399780,44.013340,0.0304,spec-57307-KP192102N424113V03_sp16-015.fits.gz 
 8154817,362004246,287.534910,44.088341,0.0271,spec-57291-KP190808N440210V02_sp04-246.fits.gz 
 8154817,581604246,287.534910,44.088341,0.0271,spec-57920-KP190808N440210V04_sp04-246.fits.gz 
 8158382,362113099,289.212250,44.082489,0.0031,spec-57291-KP190808N440210V03_sp13-099.fits.gz 
 8158382,581613099,289.212250,44.082489,0.0031,spec-57920-KP190808N440210V04_sp13-099.fits.gz 
 8160074,154015220,289.860083,44.002806,0.0290,spec-56432-KP192102N424113V01_sp15-220.fits.gz 
 8160175,581613068,289.892048,44.024273,3.7530,spec-57920-KP190808N440210V04_sp13-068.fits.gz 
 8160419,154015216,289.971250,44.052917,0.0488,spec-56432-KP192102N424113V01_sp15-216.fits.gz 
 8160428,369115220,289.973450,44.063759,0.0230,spec-57307-KP192102N424113V04_sp15-220.fits.gz 
 8160428,581813051,289.973450,44.063759,0.0230,spec-57920-KP190808N440210V06_sp13-051.fits.gz 
 8160590,362113063,290.024600,44.095871,0.0043,spec-57291-KP190808N440210V03_sp13-063.fits.gz 
 8160637,369115213,290.042540,44.059212,0.0075,spec-57307-KP192102N424113V04_sp15-213.fits.gz 
 8163439,154009082,290.939292,44.022389,0.0770,spec-56432-KP192102N424113V01_sp09-082.fits.gz 
 8163439,155009082,290.939292,44.022389,0.0770,spec-56436-kepler02_1_sp09-082.fits.gz 
 8164977,360010071,291.513430,44.024940,0.0043,spec-57287-KP193637N444141V04_sp10-071.fits.gz 
 8165444,369112095,291.682656,44.061485,1.0545,spec-57307-KP192102N424113V04_sp12-095.fits.gz 
 8166918,155012005,292.240000,44.031750,0.0455,spec-56436-kepler02_1_sp12-005.fits.gz 
 8167286,369012017,292.384030,44.018570,0.0236,spec-57307-KP192102N424113V03_sp12-017.fits.gz 
 8167335,359903238,292.400910,44.087090,0.0282,spec-57287-KP193637N444141V03_sp03-238.fits.gz 
 8172720,359905117,294.230160,44.022610,0.0061,spec-57287-KP193637N444141V03_sp05-117.fits.gz 
 8172843,360004077,294.273350,44.091068,0.0222,spec-57287-KP193637N444141V04_sp04-077.fits.gz 
 8173148,247605101,294.365583,44.065056,0.1214,spec-56914-KP193637N444141V01_sp05-101.fits.gz 
 8173725,359904085,294.552487,44.076224,1.2959,spec-57287-KP193637N444141V03_sp04-085.fits.gz 
 8173921,359908164,294.617370,44.033298,0.0246,spec-57287-KP193637N444141V03_sp08-164.fits.gz 
 8174364,359908167,294.756930,44.032070,0.0304,spec-57287-KP193637N444141V03_sp08-167.fits.gz 
 8175027,247608163,294.975708,44.021583,0.0430,spec-56914-KP193637N444141V01_sp08-163.fits.gz 
 8176503,360108144,295.415800,44.037151,0.0217,spec-57287-KP193637N444141V05_sp08-144.fits.gz 
 8176777, 52208127,295.511417,44.073917,0.1212,spec-56083-IF04_B56083_sp08-127.fits.gz 
 8176893,360108150,295.551510,44.029469,0.0282,spec-57287-KP193637N444141V05_sp08-150.fits.gz 
 8176916,247608127,295.556667,44.094639,0.0534,spec-56914-KP193637N444141V01_sp08-127.fits.gz 
 8179214,247706242,296.252667,44.083444,0.0238,spec-56914-KP193637N444141V02_sp06-242.fits.gz 
 8181700,360106189,296.965000,44.013351,0.0217,spec-57287-KP193637N444141V05_sp06-189.fits.gz 
 8189460,364202070,298.844510,44.019440,0.0282,spec-57299-KP195920N454621V04_sp02-070.fits.gz 
 8192753,364201175,299.685390,44.088921,0.0287,spec-57299-KP195920N454621V04_sp01-175.fits.gz 
 8195153,364201135,300.351290,44.039761,0.0261,spec-57299-KP195920N454621V04_sp01-135.fits.gz 
 8195595,364307033,300.488620,44.051590,0.0238,spec-57299-KP195920N454621V05_sp07-033.fits.gz 
 8196436,158907040,300.702292,44.066833,0.1375,spec-56561-KP195920N454621V02_sp07-040.fits.gz 
 8197210,170507005,300.894045,44.041595,3.3624,spec-56591-KP195920N454621V3_sp07-005.fits.gz 
 8210370,163016184,280.772125,44.188750,0.0513,spec-56573-KP185031N425443V01_sp16-184.fits.gz 
 8212479,163015217,282.117125,44.157278,0.0144,spec-56573-KP185031N425443V01_sp15-217.fits.gz 
 8212786,365015006,282.301060,44.128712,0.0261,spec-57300-KP185031N425443V02_sp15-006.fits.gz 
 8219000,161403055,285.517958,44.138778,0.0513,spec-56570-KP190808N440210V01_sp03-055.fits.gz 
 8219022,362103055,285.532320,44.162251,0.0053,spec-57291-KP190808N440210V03_sp03-055.fits.gz 
 8219022,577712202,285.532320,44.162251,0.0053,spec-57912-KP185031N425443V04_sp12-202.fits.gz 
 8219268,581803163,285.672880,44.116730,0.0236,spec-57920-KP190808N440210V06_sp03-163.fits.gz 
 8222691,159616018,287.535208,44.110083,0.0734,spec-56562-KP192102N424113V02_sp16-018.fits.gz 
 8230578,369115034,290.811950,44.104118,0.0222,spec-57307-KP192102N424113V04_sp15-034.fits.gz 
 8230626,360010092,290.830510,44.167702,0.0097,spec-57287-KP193637N444141V04_sp10-092.fits.gz 
 8232851,359910075,291.621830,44.131779,0.0306,spec-57287-KP193637N444141V03_sp10-075.fits.gz 
 8233775,359910219,291.963780,44.109871,0.0242,spec-57287-KP193637N444141V03_sp10-219.fits.gz 
 8233917,360010205,292.018830,44.146000,0.0000,spec-57287-KP193637N444141V04_sp10-205.fits.gz 
 8234900,159612113,292.391583,44.179400,0.5633,spec-56562-KP192102N424113V02_sp12-113.fits.gz 
 8235013,360103231,292.431300,44.116501,0.0322,spec-57287-KP193637N444141V05_sp03-231.fits.gz 
 8235448,369112122,292.599430,44.100731,0.0238,spec-57307-KP192102N424113V04_sp12-122.fits.gz 
 8235991,360103050,292.797850,44.193562,0.0217,spec-57287-KP193637N444141V05_sp03-050.fits.gz 
 8241402,359904087,294.641170,44.151569,0.0301,spec-57287-KP193637N444141V03_sp04-087.fits.gz 
 8243725, 52208002,295.362917,44.152722,0.0403,spec-56083-IF04_B56083_sp08-002.fits.gz 
 8246635,360006082,296.271957,44.110528,1.1396,spec-57287-KP193637N444141V04_sp06-082.fits.gz 
 8247851,359906176,296.630980,44.112980,0.0194,spec-57287-KP193637N444141V03_sp06-176.fits.gz 
 8248351,360106100,296.767030,44.189781,0.0236,spec-57287-KP193637N444141V05_sp06-100.fits.gz 
 8250489,364202093,297.321870,44.137650,0.0043,spec-57299-KP195920N454621V04_sp02-093.fits.gz 
 8258311,158901052,299.259083,44.142417,0.1490,spec-56561-KP195920N454621V02_sp01-052.fits.gz 
 8258630,158901055,299.371250,44.193194,0.0283,spec-56561-KP195920N454621V02_sp01-055.fits.gz 
 8259226,364201162,299.534360,44.128120,0.0280,spec-57299-KP195920N454621V04_sp01-162.fits.gz 
 8260453,170501136,299.845417,44.141778,0.0982,spec-56591-KP195920N454621V3_sp01-136.fits.gz 
 8264549,364207024,300.979860,44.140060,0.0061,spec-57299-KP195920N454621V04_sp07-024.fits.gz 
 8265278,364307124,301.162230,44.150249,0.0043,spec-57299-KP195920N454621V05_sp07-124.fits.gz 
 8276880,365016193,280.683990,44.257111,0.0031,spec-57300-KP185031N425443V02_sp16-193.fits.gz 
 8276880,577616193,280.683990,44.257111,0.0031,spec-57912-KP185031N425443V03_sp16-193.fits.gz 
 8278906,365015201,282.094640,44.236710,0.0282,spec-57300-KP185031N425443V02_sp15-201.fits.gz 
 8283356,362014191,284.488340,44.290871,0.0087,spec-57291-KP190808N440210V02_sp14-191.fits.gz 
 8283646,365012154,284.639708,44.200072,0.3826,spec-57300-KP185031N425443V02_sp12-154.fits.gz 
 8283646,577612158,284.639708,44.200072,0.3826,spec-57912-KP185031N425443V03_sp12-158.fits.gz 
 8283958,163012169,284.829937,44.266611,2.1052,spec-56573-KP185031N425443V01_sp12-169.fits.gz 
 8284032,362014051,284.874210,44.256409,0.0292,spec-57291-KP190808N440210V02_sp14-051.fits.gz 
 8284032,577712152,284.874210,44.256409,0.0292,spec-57912-KP185031N425443V04_sp12-152.fits.gz 
 8284510,362003069,285.162845,44.209492,1.8477,spec-57291-KP190808N440210V02_sp03-069.fits.gz 
 8284510,365012218,285.162845,44.209492,1.8477,spec-57300-KP185031N425443V02_sp12-218.fits.gz 
 8285510,362003159,285.702117,44.271229,2.3858,spec-57291-KP190808N440210V02_sp03-159.fits.gz 
 8288164,362004066,287.103850,44.218430,0.0000,spec-57291-KP190808N440210V02_sp04-066.fits.gz 
 8288164,581604066,287.103850,44.218430,0.0000,spec-57920-KP190808N440210V04_sp04-066.fits.gz 
 8292681,155016111,289.284250,44.217083,0.0234,spec-56436-kepler02_1_sp16-111.fits.gz 
 8292681,159616108,289.284250,44.217083,0.0234,spec-56562-KP192102N424113V02_sp16-108.fits.gz 
 8293158,369016116,289.468320,44.261509,0.0075,spec-57307-KP192102N424113V03_sp16-116.fits.gz 
 8299922,159612077,291.877625,44.204028,0.0141,spec-56562-KP192102N424113V02_sp12-077.fits.gz 
 8307149,247604100,294.518667,44.225528,0.0613,spec-56914-KP193637N444141V01_sp04-100.fits.gz 
 8307548, 52204096,294.637917,44.276194,0.0364,spec-56083-IF04_B56083_sp04-096.fits.gz 
 8309890,359908246,295.384983,44.255249,0.9438,spec-57287-KP193637N444141V03_sp08-246.fits.gz 
 8310792,359908062,295.665770,44.272060,0.0242,spec-57287-KP193637N444141V03_sp08-062.fits.gz 
 8312388, 52208065,296.167917,44.298528,0.0439,spec-56083-IF04_B56083_sp08-065.fits.gz 
 8314240,359906088,296.712710,44.200352,0.0087,spec-57287-KP193637N444141V03_sp06-088.fits.gz 
 8314514,359906094,296.797270,44.230289,0.0301,spec-57287-KP193637N444141V03_sp06-094.fits.gz 
 8315762,364202098,297.117950,44.218090,0.0217,spec-57299-KP195920N454621V04_sp02-098.fits.gz 
 8316412,170502082,297.275828,44.227403,2.3351,spec-56591-KP195920N454621V3_sp02-082.fits.gz 
 8324636,364201071,299.308200,44.276649,0.0325,spec-57299-KP195920N454621V04_sp01-071.fits.gz 
 8328014,158805020,300.246208,44.296361,0.1005,spec-56561-KP195920N454621V01_sp05-020.fits.gz 
 8329095,158907035,300.639375,44.268528,0.0582,spec-56561-KP195920N454621V02_sp07-035.fits.gz 
 8329894,158808201,300.845083,44.263972,0.0980,spec-56561-KP195920N454621V01_sp08-201.fits.gz 
 8343654,365016163,281.044860,44.369690,0.0282,spec-57300-KP185031N425443V02_sp16-163.fits.gz 
 8343854,365016161,281.182130,44.343102,0.0310,spec-57300-KP185031N425443V02_sp16-161.fits.gz 
 8343854,577616161,281.182130,44.343102,0.0310,spec-57912-KP185031N425443V03_sp16-161.fits.gz 
 8346238,365015037,282.637360,44.343800,0.0069,spec-57300-KP185031N425443V02_sp15-037.fits.gz 
 8349350,365012003,284.358471,44.329277,2.5164,spec-57300-KP185031N425443V02_sp12-003.fits.gz 
 8350443,163012103,284.940142,44.371417,0.6159,spec-56573-KP185031N425443V01_sp12-103.fits.gz 
 8350645,163012155,285.048021,44.311572,0.5446,spec-56573-KP185031N425443V01_sp12-155.fits.gz 
 8354896,362104053,287.381380,44.362579,0.0199,spec-57291-KP190808N440210V03_sp04-053.fits.gz 
 8354896,581704053,287.381380,44.362579,0.0199,spec-57920-KP190808N440210V05_sp04-053.fits.gz 
 8359169,369016108,289.468990,44.332352,0.0288,spec-57307-KP192102N424113V03_sp16-108.fits.gz 
 8359180,362013219,289.474820,44.382519,0.0238,spec-57291-KP190808N440210V02_sp13-219.fits.gz 
 8360297,362013044,289.908600,44.390598,0.0075,spec-57291-KP190808N440210V02_sp13-044.fits.gz 
 8360334,159611099,289.923125,44.353389,0.0410,spec-56562-KP192102N424113V02_sp11-099.fits.gz 
 8363272,154012141,290.972917,44.313333,0.0536,spec-56432-KP192102N424113V01_sp12-141.fits.gz 
 8363443,159612130,291.028875,44.389528,0.0528,spec-56562-KP192102N424113V02_sp12-130.fits.gz 
 8363613,359910102,291.093380,44.380791,0.0310,spec-57287-KP193637N444141V03_sp10-102.fits.gz 
 8364363,369012126,291.361270,44.373638,0.0304,spec-57307-KP192102N424113V03_sp12-126.fits.gz 
 8364786,155012058,291.526458,44.386750,0.0519,spec-56436-kepler02_1_sp12-058.fits.gz 
 8365018,360010074,291.615361,44.333678,2.8233,spec-57287-KP193637N444141V04_sp10-074.fits.gz 
 8365018,369012069,291.615361,44.333678,2.8233,spec-57307-KP192102N424113V03_sp12-069.fits.gz 
 8365522,360010066,291.800840,44.381390,0.0075,spec-57287-KP193637N444141V04_sp10-066.fits.gz 
 8365782,159612024,291.903792,44.386806,0.0300,spec-56562-KP192102N424113V02_sp12-024.fits.gz 
 8365908,247610221,291.960458,44.345222,0.0151,spec-56914-KP193637N444141V01_sp10-221.fits.gz 
 8366239,360110212,292.079530,44.321861,0.0194,spec-57287-KP193637N444141V05_sp10-212.fits.gz 
 8366486,247703249,292.176167,44.308278,0.0134,spec-56914-KP193637N444141V02_sp03-249.fits.gz 
 8366758,360103226,292.274440,44.396198,0.0288,spec-57287-KP193637N444141V05_sp03-226.fits.gz 
 8367834,369012199,292.684192,44.344009,1.6751,spec-57307-KP192102N424113V03_sp12-199.fits.gz 
 8374104,247608239,294.865250,44.320417,0.0534,spec-56914-KP193637N444141V01_sp08-239.fits.gz 
 8375240, 52208243,295.228708,44.338639,0.0450,spec-56083-IF04_B56083_sp08-243.fits.gz 
 8377116,247608056,295.832583,44.346194,0.1738,spec-56914-KP193637N444141V01_sp08-056.fits.gz 
 8378462,247706087,296.242500,44.318083,0.0757,spec-56914-KP193637N444141V02_sp06-087.fits.gz 
 8378481,359908087,296.249270,44.350979,0.0199,spec-57287-KP193637N444141V03_sp08-087.fits.gz 
 8378653,360106048,296.296450,44.380260,0.0043,spec-57287-KP193637N444141V05_sp06-048.fits.gz 
 8379490,360006035,296.544220,44.341709,0.0310,spec-57287-KP193637N444141V04_sp06-035.fits.gz 
 8380242,359906049,296.767240,44.341640,0.0282,spec-57287-KP193637N444141V03_sp06-049.fits.gz 
 8381246,364202154,297.029630,44.354542,0.0322,spec-57299-KP195920N454621V04_sp02-154.fits.gz 
 8386537,158902248,298.340125,44.376861,0.0322,spec-56561-KP195920N454621V02_sp02-248.fits.gz 
 8386921,158802229,298.439500,44.348361,0.1043,spec-56561-KP195920N454621V01_sp02-229.fits.gz 
 8388399,158905223,298.809042,44.312778,0.0430,spec-56561-KP195920N454621V02_sp05-223.fits.gz 
 8389200,364205207,299.017646,44.398054,0.7661,spec-57299-KP195920N454621V04_sp05-207.fits.gz 
 8390612,158805094,299.409000,44.305444,0.0568,spec-56561-KP195920N454621V01_sp05-094.fits.gz 
 8393914,364205023,300.259670,44.378769,0.0238,spec-57299-KP195920N454621V04_sp05-023.fits.gz 
 8394035,158805005,300.295083,44.305833,0.1514,spec-56561-KP195920N454621V01_sp05-005.fits.gz 
 8394497,158808220,300.433292,44.310833,0.0553,spec-56561-KP195920N454621V01_sp08-220.fits.gz 
 8394780,158908220,300.539208,44.301944,0.0458,spec-56561-KP195920N454621V02_sp08-220.fits.gz 
 8395153,364208221,300.667570,44.334011,0.0301,spec-57299-KP195920N454621V04_sp08-221.fits.gz 
 8395903,364208215,300.942960,44.381279,0.0283,spec-57299-KP195920N454621V04_sp08-215.fits.gz 
 8396782,158907110,301.184292,44.331750,0.0401,spec-56561-KP195920N454621V02_sp07-110.fits.gz 
 8397081,165907116,301.272417,44.387528,0.0502,spec-56583-KP195920N454621V03_sp07-116.fits.gz 
 8397081,170507116,301.272417,44.387528,0.0502,spec-56591-KP195920N454621V3_sp07-116.fits.gz 
 8410006,365801242,281.784150,44.442299,0.0043,spec-57302-KP185111N464417V04_sp01-242.fits.gz 
 8410529,365801250,282.102260,44.402241,0.0288,spec-57302-KP185111N464417V04_sp01-250.fits.gz 
 8410818,365011085,282.254855,44.472488,2.3243,spec-57300-KP185031N425443V02_sp11-085.fits.gz 
 8410818,365801027,282.254855,44.472488,2.3243,spec-57302-KP185111N464417V04_sp01-027.fits.gz 
 8411053,242701205,282.387792,44.416028,0.0087,spec-56807-KP185111N464417V03_sp01-205.fits.gz 
 8411792,577611232,282.795448,44.441948,4.4413,spec-57912-KP185031N425443V03_sp11-232.fits.gz 
 8414512,362014204,284.321290,44.439011,0.0257,spec-57291-KP190808N440210V02_sp14-204.fits.gz 
 8414512,581614204,284.321290,44.439011,0.0257,spec-57920-KP190808N440210V04_sp14-204.fits.gz 
 8415501,161414169,284.859208,44.472889,0.0577,spec-56570-KP190808N440210V01_sp14-169.fits.gz 
 8416447,362003117,285.370480,44.427040,0.0061,spec-57291-KP190808N440210V02_sp03-117.fits.gz 
 8416447,581603117,285.370480,44.427040,0.0061,spec-57920-KP190808N440210V04_sp03-117.fits.gz 
 8418437,362004034,286.431120,44.436111,0.0238,spec-57291-KP190808N440210V02_sp04-034.fits.gz 
 8418437,581604030,286.431120,44.436111,0.0238,spec-57920-KP190808N440210V04_sp04-030.fits.gz 
 8420916,362109202,287.749146,44.426947,0.5558,spec-57291-KP190808N440210V03_sp09-202.fits.gz 
 8423171,362009127,288.882420,44.410728,0.0313,spec-57291-KP190808N440210V02_sp09-127.fits.gz 
 8423171,581609127,288.882420,44.410728,0.0313,spec-57920-KP190808N440210V04_sp09-127.fits.gz 
 8424298,155016104,289.383708,44.499389,0.0577,spec-56436-kepler02_1_sp16-104.fits.gz 
 8426672,362113039,290.284090,44.415791,0.0288,spec-57291-KP190808N440210V03_sp13-039.fits.gz 
 8426743,155011230,290.311250,44.470250,0.0213,spec-56436-kepler02_1_sp11-230.fits.gz 
 8431695,360103081,292.151670,44.449379,0.0306,spec-57287-KP193637N444141V05_sp03-081.fits.gz 
 8432239,360103083,292.389650,44.455990,0.0031,spec-57287-KP193637N444141V05_sp03-083.fits.gz 
 8440248,247608033,295.262625,44.489222,0.0527,spec-56914-KP193637N444141V01_sp08-033.fits.gz 
 8440367,360008234,295.302370,44.401009,0.0081,spec-57287-KP193637N444141V04_sp08-234.fits.gz 
 8440983,359908048,295.491609,44.492071,0.8915,spec-57287-KP193637N444141V03_sp08-048.fits.gz 
 8445814,247706062,296.964567,44.447189,0.4170,spec-56914-KP193637N444141V02_sp06-062.fits.gz 
 8458124,364205009,300.069670,44.477989,0.0234,spec-57299-KP195920N454621V04_sp05-009.fits.gz 
 8458519,158805017,300.172917,44.492028,0.1538,spec-56561-KP195920N454621V01_sp05-017.fits.gz 
