KIC,lamost_id,RA (deg),DEC (deg),dtheta (arcsec),lamost filename 
 6212838,579815049,294.213500,41.559719,0.0337,spec-57917-KP193708N401249V02_sp15-049.fits.gz 
 6221548,367903195,296.396446,41.521117,1.2701,spec-57304-KP194918N413456V06_sp03-195.fits.gz 
 6221641, 52812172,296.417583,41.545833,0.0137,spec-56096-kepler08B56096_1_sp12-172.fits.gz 
 6222355,367704162,296.575100,41.540771,0.0230,spec-57304-KP194918N413456V04_sp04-162.fits.gz 
 6222355,579812174,296.575100,41.540771,0.0230,spec-57917-KP193708N401249V02_sp12-174.fits.gz 
 6222530,162304162,296.617833,41.517222,0.0450,spec-56571-KP194918N413456V02_sp04-162.fits.gz 
 6228590,241704232,298.036000,41.589278,0.0451,spec-56800-KP194918N413456V_sp04-232.fits.gz 
 6263410,163005009,282.897167,41.656556,0.0240,spec-56573-KP185031N425443V01_sp05-009.fits.gz 
 6264398,163008204,283.397000,41.603139,0.0561,spec-56573-KP185031N425443V01_sp08-204.fits.gz 
 6266529,365007182,284.424130,41.614578,0.0102,spec-57300-KP185031N425443V02_sp07-182.fits.gz 
 6266529,576516071,284.424130,41.614578,0.0102,spec-57908-KP190339N395439V03_sp16-071.fits.gz 
 6271732,362001214,286.982693,41.614861,2.6502,spec-57291-KP190808N440210V02_sp01-214.fits.gz 
 6271966,362001001,287.084660,41.697559,0.0301,spec-57291-KP190808N440210V02_sp01-001.fits.gz 
 6271966,576512065,287.084660,41.697559,0.0301,spec-57908-KP190339N395439V03_sp12-065.fits.gz 
 6272933,576512031,287.522788,41.645990,4.9761,spec-57908-KP190339N395439V03_sp12-031.fits.gz 
 6272933,581601023,287.522788,41.645990,4.9761,spec-57920-KP190808N440210V04_sp01-023.fits.gz 
 6273063,362001188,287.591218,41.640110,2.9841,spec-57291-KP190808N440210V02_sp01-188.fits.gz 
 6273063,369010192,287.591218,41.640110,2.9841,spec-57307-KP192102N424113V03_sp10-192.fits.gz 
 6273090,362101005,287.604520,41.613670,0.0246,spec-57291-KP190808N440210V03_sp01-005.fits.gz 
 6273090,369110192,287.604520,41.613670,0.0246,spec-57307-KP192102N424113V04_sp10-192.fits.gz 
 6273090,581801191,287.604520,41.613670,0.0246,spec-57920-KP190808N440210V06_sp01-191.fits.gz 
 6276898,155005242,289.143750,41.675806,0.0179,spec-56436-kepler02_1_sp05-242.fits.gz 
 6276948,154005242,289.160292,41.625444,0.0478,spec-56432-KP192102N424113V01_sp05-242.fits.gz 
 6276948,159605240,289.160292,41.625444,0.0478,spec-56562-KP192102N424113V02_sp05-240.fits.gz 
 6277741,154005241,289.444208,41.699028,0.0780,spec-56432-KP192102N424113V01_sp05-241.fits.gz 
 6277741,155005230,289.444208,41.699028,0.0780,spec-56436-kepler02_1_sp05-230.fits.gz 
 6283995, 52411210,291.455417,41.632250,0.1094,spec-56094-kepler05B56094_sp11-210.fits.gz 
 6283995,159608125,291.455417,41.632250,0.1094,spec-56562-KP192102N424113V02_sp08-125.fits.gz 
 6286633, 52816196,292.326083,41.671750,0.1093,spec-56096-kepler08B56096_1_sp16-196.fits.gz 
 6286633,154006020,292.326083,41.671750,0.1093,spec-56432-KP192102N424113V01_sp06-020.fits.gz 
 6287950,373116155,292.754150,41.620838,0.0226,spec-57314-KP193708N401249V01_sp16-155.fits.gz 
 6287950,579916169,292.754150,41.620838,0.0226,spec-57917-KP193708N401249V03_sp16-169.fits.gz 
 6288543, 52916161,292.944708,41.641028,0.0236,spec-56096-kepler08B56096_2_sp16-161.fits.gz 
 6289002,373116164,293.098050,41.620838,0.0031,spec-57314-KP193708N401249V01_sp16-164.fits.gz 
 6289002,579816164,293.098050,41.620838,0.0031,spec-57917-KP193708N401249V02_sp16-164.fits.gz 
 6290000, 52915154,293.402333,41.613278,0.0137,spec-56096-kepler08B56096_2_sp15-154.fits.gz 
 6290632,373115158,293.595790,41.669170,0.0292,spec-57314-KP193708N401249V01_sp15-158.fits.gz 
 6290632,579815203,293.595790,41.669170,0.0292,spec-57917-KP193708N401249V02_sp15-203.fits.gz 
 6292128, 52915213,294.017458,41.608417,0.0234,spec-56096-kepler08B56096_2_sp15-213.fits.gz 
 6292598,367714030,294.149780,41.643299,0.0043,spec-57304-KP194918N413456V04_sp14-030.fits.gz 
 6295047, 52809079,294.830500,41.673111,0.0396,spec-56096-kepler08B56096_1_sp09-079.fits.gz 
 6302852,579812114,296.716190,41.670181,0.0268,spec-57917-KP193708N401249V02_sp12-114.fits.gz 
 6307537,367804246,297.757080,41.680454,0.0428,spec-57304-KP194918N413456V05_sp04-246.fits.gz 
 6309488,367709014,298.237030,41.610580,0.0043,spec-57304-KP194918N413456V04_sp09-014.fits.gz 
 6312478,367809247,298.875120,41.621342,0.0334,spec-57304-KP194918N413456V05_sp09-247.fits.gz 
 6312503,367709247,298.879300,41.635410,0.0000,spec-57304-KP194918N413456V04_sp09-247.fits.gz 
 6341990,577605134,282.703770,41.733269,0.0000,spec-57912-KP185031N425443V03_sp05-134.fits.gz 
 6344499,576516032,283.963500,41.741459,0.0069,spec-57908-KP190339N395439V03_sp16-032.fits.gz 
 6345474,243016055,284.440000,41.722417,0.1139,spec-56811-KP190339N395439V01_sp16-055.fits.gz 
 6352407,154010031,287.733500,41.767056,0.0182,spec-56432-KP192102N424113V01_sp10-031.fits.gz 
 6352407,159610031,287.733500,41.767056,0.0182,spec-56562-KP192102N424113V02_sp10-031.fits.gz 
 6357879,369005041,289.749970,41.747372,0.0327,spec-57307-KP192102N424113V03_sp05-041.fits.gz 
 6358455,369005031,289.942540,41.744789,0.0292,spec-57307-KP192102N424113V03_sp05-031.fits.gz 
 6359454,155005167,290.258042,41.798778,0.0358,spec-56436-kepler02_1_sp05-167.fits.gz 
 6359890,369105103,290.386110,41.750278,0.0106,spec-57307-KP192102N424113V04_sp05-103.fits.gz 
 6363014,369108140,291.480930,41.788090,0.0043,spec-57307-KP192102N424113V04_sp08-140.fits.gz 
 6363090,154008105,291.508708,41.709972,0.0869,spec-56432-KP192102N424113V01_sp08-105.fits.gz 
 6363090,159608120,291.508708,41.709972,0.0869,spec-56562-KP192102N424113V02_sp08-120.fits.gz 
 6363181,155008124,291.534208,41.713000,0.0342,spec-56436-kepler02_1_sp08-124.fits.gz 
 6363338,369008128,291.584080,41.773300,0.0199,spec-57307-KP192102N424113V03_sp08-128.fits.gz 
 6365511,373116200,292.293370,41.788029,0.0316,spec-57314-KP193708N401249V01_sp16-200.fits.gz 
 6365867, 52916180,292.400583,41.788500,0.0788,spec-56096-kepler08B56096_2_sp16-180.fits.gz 
 6365867,154006017,292.400583,41.788500,0.0788,spec-56432-KP192102N424113V01_sp06-017.fits.gz 
 6367815,373116153,293.046080,41.726189,0.0313,spec-57314-KP193708N401249V01_sp16-153.fits.gz 
 6367815,579816153,293.046080,41.726189,0.0313,spec-57917-KP193708N401249V02_sp16-153.fits.gz 
 6368800,369006103,293.338484,41.709129,1.2221,spec-57307-KP192102N424113V03_sp06-103.fits.gz 
 6368800,373115170,293.338484,41.709129,1.2221,spec-57314-KP193708N401249V01_sp15-170.fits.gz 
 6368959,373116116,293.381770,41.783218,0.0253,spec-57314-KP193708N401249V01_sp16-116.fits.gz 
 6370249,579911086,293.764590,41.717159,0.0081,spec-57917-KP193708N401249V03_sp11-086.fits.gz 
 6371008, 52811080,293.994083,41.749306,0.0296,spec-56096-kepler08B56096_1_sp11-080.fits.gz 
 6371141, 52811085,294.031750,41.783000,0.0398,spec-56096-kepler08B56096_1_sp11-085.fits.gz 
 6371980,579811241,294.276418,41.737607,4.9947,spec-57917-KP193708N401249V02_sp11-241.fits.gz 
 6372268, 52811233,294.356208,41.777222,0.0917,spec-56096-kepler08B56096_1_sp11-233.fits.gz 
 6372328,367814043,294.373230,41.772968,0.0061,spec-57304-KP194918N413456V05_sp14-043.fits.gz 
 6380975,367704012,296.571690,41.766621,0.0275,spec-57304-KP194918N413456V04_sp04-012.fits.gz 
 6380975,579912110,296.571690,41.766621,0.0275,spec-57917-KP193708N401249V03_sp12-110.fits.gz 
 6381328,367804159,296.655060,41.751900,0.0268,spec-57304-KP194918N413456V05_sp04-159.fits.gz 
 6381328,579812118,296.655060,41.751900,0.0268,spec-57917-KP193708N401249V02_sp12-118.fits.gz 
 6385325,367704207,297.562410,41.702246,1.4558,spec-57304-KP194918N413456V04_sp04-207.fits.gz 
 6389421,367709008,298.502290,41.707680,0.0268,spec-57304-KP194918N413456V04_sp09-008.fits.gz 
 6418912,365005226,281.720790,41.872299,0.0292,spec-57300-KP185031N425443V02_sp05-226.fits.gz 
 6418912,577605226,281.720790,41.872299,0.0292,spec-57912-KP185031N425443V03_sp05-226.fits.gz 
 6422994,365008118,283.764340,41.885769,0.0043,spec-57300-KP185031N425443V02_sp08-118.fits.gz 
 6422994,577608118,283.764340,41.885769,0.0043,spec-57912-KP185031N425443V03_sp08-118.fits.gz 
 6423690,243016028,284.122667,41.890306,0.0389,spec-56811-KP190339N395439V01_sp16-028.fits.gz 
 6423690,243116028,284.122667,41.890306,0.0389,spec-56811-KP190339N395439V02_sp16-028.fits.gz 
 6424157,243016038,284.358500,41.894028,0.0379,spec-56811-KP190339N395439V01_sp16-038.fits.gz 
 6425301,576516137,284.942780,41.869480,0.0246,spec-57908-KP190339N395439V03_sp16-137.fits.gz 
 6429457,362101210,286.902933,41.875828,0.2153,spec-57291-KP190808N440210V03_sp01-210.fits.gz 
 6430534,362101107,287.397710,41.894932,0.0295,spec-57291-KP190808N440210V03_sp01-107.fits.gz 
 6430534,576512242,287.397710,41.894932,0.0295,spec-57908-KP190339N395439V03_sp12-242.fits.gz 
 6431673,369010043,287.886017,41.895478,0.5844,spec-57307-KP192102N424113V03_sp10-043.fits.gz 
 6431941,362107161,287.996890,41.893089,0.0043,spec-57291-KP190808N440210V03_sp07-161.fits.gz 
 6431941,581607161,287.996890,41.893089,0.0043,spec-57920-KP190808N440210V04_sp07-161.fits.gz 
 6437547,155005166,290.039833,41.801389,0.0604,spec-56436-kepler02_1_sp05-166.fits.gz 
 6443407,373116219,291.999420,41.858360,0.0043,spec-57314-KP193708N401249V01_sp16-219.fits.gz 
 6443407,579816219,291.999420,41.858360,0.0043,spec-57917-KP193708N401249V02_sp16-219.fits.gz 
 6444595, 52916190,292.405417,41.837028,0.1060,spec-56096-kepler08B56096_2_sp16-190.fits.gz 
 6444595,154006024,292.405417,41.837028,0.1060,spec-56432-KP192102N424113V01_sp06-024.fits.gz 
 6444657,373116190,292.424040,41.844330,0.0061,spec-57314-KP193708N401249V01_sp16-190.fits.gz 
 6444657,579816190,292.424040,41.844330,0.0061,spec-57917-KP193708N401249V02_sp16-190.fits.gz 
 6445497,154006211,292.698242,41.851847,0.7902,spec-56432-KP192102N424113V01_sp06-211.fits.gz 
 6445497,369006188,292.698242,41.851847,0.7902,spec-57307-KP192102N424113V03_sp06-188.fits.gz 
 6446468, 52916068,292.999250,41.883333,0.0538,spec-56096-kepler08B56096_2_sp16-068.fits.gz 
 6447237,373116105,293.243160,41.875160,0.0061,spec-57314-KP193708N401249V01_sp16-105.fits.gz 
 6447817, 52916106,293.422375,41.899667,0.0494,spec-56096-kepler08B56096_2_sp16-106.fits.gz 
 6448010,373116108,293.480410,41.828651,0.0271,spec-57314-KP193708N401249V01_sp16-108.fits.gz 
 6450549,367814033,294.252720,41.853390,0.0248,spec-57304-KP194918N413456V05_sp14-033.fits.gz 
 6450613, 52911098,294.272417,41.822167,0.0337,spec-56096-kepler08B56096_2_sp11-098.fits.gz 
 6451099,367914045,294.414060,41.892712,0.0053,spec-57304-KP194918N413456V06_sp14-045.fits.gz 
 6452312,373111052,294.759220,41.872879,0.0061,spec-57314-KP193708N401249V01_sp11-052.fits.gz 
 6465610,367904059,297.963750,41.880371,0.0230,spec-57304-KP194918N413456V06_sp04-059.fits.gz 
 6467408,367809221,298.361690,41.860981,0.0268,spec-57304-KP194918N413456V05_sp09-221.fits.gz 
 6467788,367809217,298.438050,41.871929,0.0339,spec-57304-KP194918N413456V05_sp09-217.fits.gz 
 6468112,162209017,298.509272,41.863594,2.8384,spec-56571-KP194918N413456V01_sp09-017.fits.gz 
 6468112,241709017,298.509272,41.863594,2.8384,spec-56800-KP194918N413456V_sp09-017.fits.gz 
 6468506,367709016,298.591520,41.893009,0.0087,spec-57304-KP194918N413456V04_sp09-016.fits.gz 
 6500038,365008197,283.101320,41.950279,0.0208,spec-57300-KP185031N425443V02_sp08-197.fits.gz 
 6500038,577608197,283.101320,41.950279,0.0208,spec-57912-KP185031N425443V03_sp08-197.fits.gz 
 6502831,243016034,284.370583,41.987778,0.0330,spec-56811-KP190339N395439V01_sp16-034.fits.gz 
 6505025,243011017,285.409917,41.983917,0.0710,spec-56811-KP190339N395439V01_sp11-017.fits.gz 
 6508328,362001086,286.914760,41.967018,0.0271,spec-57291-KP190808N440210V02_sp01-086.fits.gz 
 6508328,576511044,286.914760,41.967018,0.0271,spec-57908-KP190339N395439V03_sp11-044.fits.gz 
 6508943,581801081,287.180617,41.984820,0.0319,spec-57920-KP190808N440210V06_sp01-081.fits.gz 
 6508967,369110091,287.188720,41.975319,0.0043,spec-57307-KP192102N424113V04_sp10-091.fits.gz 
 6508967,576512238,287.188720,41.975319,0.0043,spec-57908-KP190339N395439V03_sp12-238.fits.gz 
 6510183,155010071,287.723135,41.985556,0.0405,spec-56436-kepler02_1_sp10-071.fits.gz 
 6515614,155005071,289.702333,41.982417,0.0242,spec-56436-kepler02_1_sp05-071.fits.gz 
 6516242,369005161,289.903470,41.939991,0.0259,spec-57307-KP192102N424113V03_sp05-161.fits.gz 
 6516800,159605158,290.071708,41.972194,0.0802,spec-56562-KP192102N424113V02_sp05-158.fits.gz 
 6520965,369008025,291.359950,41.963902,0.0234,spec-57307-KP192102N424113V03_sp08-025.fits.gz 
 6521501,369108147,291.516750,41.943802,0.0069,spec-57307-KP192102N424113V04_sp08-147.fits.gz 
 6521522,369008147,291.522520,41.936359,0.0319,spec-57307-KP192102N424113V03_sp08-147.fits.gz 
 6522553,154008148,291.862208,41.944556,0.0283,spec-56432-KP192102N424113V01_sp08-148.fits.gz 
 6522553,155008146,291.862208,41.944556,0.0283,spec-56436-kepler02_1_sp08-146.fits.gz 
 6522553,159608148,291.862208,41.944556,0.0283,spec-56562-KP192102N424113V02_sp08-148.fits.gz 
 6522973,373116225,291.995060,41.907391,0.0278,spec-57314-KP193708N401249V01_sp16-225.fits.gz 
 6527211, 52916119,293.329708,41.955222,0.0092,spec-56096-kepler08B56096_2_sp16-119.fits.gz 
 6528816,373111096,293.842825,41.938606,0.7426,spec-57314-KP193708N401249V01_sp11-096.fits.gz 
 6528942,373111081,293.875310,41.999432,0.0494,spec-57314-KP193708N401249V01_sp11-081.fits.gz 
 6528942,579811081,293.875310,41.999432,0.0494,spec-57917-KP193708N401249V02_sp11-081.fits.gz 
 6530065, 52911240,294.198042,41.939361,0.0532,spec-56096-kepler08B56096_2_sp11-240.fits.gz 
 6531550, 52811246,294.606083,41.990750,0.0462,spec-56096-kepler08B56096_1_sp11-246.fits.gz 
 6535400,367703121,295.613040,41.957142,0.0119,spec-57304-KP194918N413456V04_sp03-121.fits.gz 
 6535400,579812066,295.613040,41.957142,0.0119,spec-57917-KP193708N401249V02_sp12-066.fits.gz 
 6535641, 52912075,295.668208,41.991861,0.0213,spec-56096-kepler08B56096_2_sp12-075.fits.gz 
 6543282,162204207,297.448130,41.903167,1.3413,spec-56571-KP194918N413456V01_sp04-207.fits.gz 
 6545726,162309202,297.963458,41.954389,0.0213,spec-56571-KP194918N413456V02_sp09-202.fits.gz 
 6546685,367709206,298.169490,41.956242,0.0503,spec-57304-KP194918N413456V04_sp09-206.fits.gz 
 6550823,367709145,299.022627,41.975258,0.9992,spec-57304-KP194918N413456V04_sp09-145.fits.gz 
 6579495,365005180,281.497250,42.047668,0.0053,spec-57300-KP185031N425443V02_sp05-180.fits.gz 
 6579647,577605197,281.580121,42.032396,3.9972,spec-57912-KP185031N425443V03_sp05-197.fits.gz 
 6579998,577705074,281.767150,42.090511,0.0222,spec-57912-KP185031N425443V04_sp05-074.fits.gz 
 6580435,577705070,281.998570,42.031570,0.0043,spec-57912-KP185031N425443V04_sp05-070.fits.gz 
 6580479,365005070,282.020750,42.027248,0.0075,spec-57300-KP185031N425443V02_sp05-070.fits.gz 
 6586554,163006017,284.743583,42.086222,0.1085,spec-56573-KP185031N425443V01_sp06-017.fits.gz 
 6586554,243016247,284.743583,42.086222,0.1085,spec-56811-KP190339N395439V01_sp16-247.fits.gz 
 6590195,576511112,286.377350,42.056210,0.0043,spec-57908-KP190339N395439V03_sp11-112.fits.gz 
 6590363,362101074,286.453220,42.083569,0.0244,spec-57291-KP190808N440210V03_sp01-074.fits.gz 
 6590363,581601074,286.453220,42.083569,0.0244,spec-57920-KP190808N440210V04_sp01-074.fits.gz 
 6590381,161401074,286.461583,42.081833,0.0462,spec-56570-KP190808N440210V01_sp01-074.fits.gz 
 6590381,243011105,286.461583,42.081833,0.0462,spec-56811-KP190339N395439V01_sp11-105.fits.gz 
 6591027,362001045,286.741460,42.008629,0.0273,spec-57291-KP190808N440210V02_sp01-045.fits.gz 
 6591027,581701045,286.741460,42.008629,0.0273,spec-57920-KP190808N440210V05_sp01-045.fits.gz 
 6591336,362001077,286.864440,42.069592,0.0290,spec-57291-KP190808N440210V02_sp01-077.fits.gz 
 6593240,581601102,287.637835,42.054171,3.7951,spec-57920-KP190808N440210V04_sp01-102.fits.gz 
 6593623,362101118,287.776760,42.001869,0.0043,spec-57291-KP190808N440210V03_sp01-118.fits.gz 
 6593627,362101114,287.778720,42.081322,0.0097,spec-57291-KP190808N440210V03_sp01-114.fits.gz 
 6593627,581601114,287.778720,42.081322,0.0097,spec-57920-KP190808N440210V04_sp01-114.fits.gz 
 6594505,362007164,288.113860,42.041790,0.0292,spec-57291-KP190808N440210V02_sp07-164.fits.gz 
 6594505,581607164,288.113860,42.041790,0.0292,spec-57920-KP190808N440210V04_sp07-164.fits.gz 
 6595263,581707236,288.395720,42.013111,0.0202,spec-57920-KP190808N440210V05_sp07-236.fits.gz 
 6599955,154004140,289.910083,42.086194,0.0578,spec-56432-KP192102N424113V01_sp04-140.fits.gz 
 6599955,159604140,289.910083,42.086194,0.0578,spec-56562-KP192102N424113V02_sp04-140.fits.gz 
 6604616,369008019,291.350650,42.009392,0.0115,spec-57307-KP192102N424113V03_sp08-019.fits.gz 
 6606106,155008133,291.820000,42.033333,0.0307,spec-56436-kepler02_1_sp08-133.fits.gz 
 6606106,159608142,291.820000,42.033333,0.0307,spec-56562-KP192102N424113V02_sp08-142.fits.gz 
 6606904,369008068,292.062470,42.087761,0.0246,spec-57307-KP192102N424113V03_sp08-068.fits.gz 
 6607484,373116031,292.237700,42.054741,0.0234,spec-57314-KP193708N401249V01_sp16-031.fits.gz 
 6607484,579816031,292.237700,42.054741,0.0234,spec-57917-KP193708N401249V02_sp16-031.fits.gz 
 6610188,373116143,293.016170,42.072750,0.0031,spec-57314-KP193708N401249V01_sp16-143.fits.gz 
 6610188,579816143,293.016170,42.072750,0.0031,spec-57917-KP193708N401249V02_sp16-143.fits.gz 
 6610354,155006171,293.065140,42.049521,0.1557,spec-56436-kepler02_1_sp06-171.fits.gz 
 6610828, 52916074,293.199208,42.027861,0.1280,spec-56096-kepler08B56096_2_sp16-074.fits.gz 
 6612293,373116101,293.610230,42.041592,0.0115,spec-57314-KP193708N401249V01_sp16-101.fits.gz 
 6614588, 52811198,294.238292,42.090750,0.1216,spec-56096-kepler08B56096_1_sp11-198.fits.gz 
 6615504,367814240,294.486210,42.094372,0.0106,spec-57304-KP194918N413456V05_sp14-240.fits.gz 
 6615504,579911250,294.486210,42.094372,0.0106,spec-57917-KP193708N401249V03_sp11-250.fits.gz 
 6619177, 52912073,295.430000,42.099611,0.0634,spec-56096-kepler08B56096_2_sp12-073.fits.gz 
 6619631,367803118,295.535950,42.041031,0.0224,spec-57304-KP194918N413456V05_sp03-118.fits.gz 
 6620367,367703108,295.708530,42.033718,0.0061,spec-57304-KP194918N413456V04_sp03-108.fits.gz 
 6620507,367803110,295.738530,42.093960,0.0246,spec-57304-KP194918N413456V05_sp03-110.fits.gz 
 6627543,241704037,297.303458,42.028778,0.0234,spec-56800-KP194918N413456V_sp04-037.fits.gz 
 6628766,367704224,297.586520,42.020962,0.0246,spec-57304-KP194918N413456V04_sp04-224.fits.gz 
 6629177,367804220,297.675110,42.085098,0.0298,spec-57304-KP194918N413456V05_sp04-220.fits.gz 
 6629205,367704225,297.681981,42.071609,3.3879,spec-57304-KP194918N413456V04_sp04-225.fits.gz 
 6664431,577705198,281.304810,42.148458,4.1688,spec-57912-KP185031N425443V04_sp05-198.fits.gz 
 6664950,365005194,281.585240,42.133160,0.0268,spec-57300-KP185031N425443V02_sp05-194.fits.gz 
 6664950,577605194,281.585240,42.133160,0.0268,spec-57912-KP185031N425443V03_sp05-194.fits.gz 
 6665058,365005064,281.645780,42.139809,0.0087,spec-57300-KP185031N425443V02_sp05-064.fits.gz 
 6665058,577605064,281.645780,42.139809,0.0087,spec-57912-KP185031N425443V03_sp05-064.fits.gz 
 6665526,577805073,281.906920,42.101501,0.0246,spec-57912-KP185031N425443V05_sp05-073.fits.gz 
 6666011,577605062,282.175899,42.101921,4.8277,spec-57912-KP185031N425443V03_sp05-062.fits.gz 
 6676083,362101159,286.666930,42.188499,0.0043,spec-57291-KP190808N440210V03_sp01-159.fits.gz 
 6676083,576511040,286.666930,42.188499,0.0043,spec-57908-KP190339N395439V03_sp11-040.fits.gz 
 6676125,362001159,286.685820,42.163311,0.0043,spec-57291-KP190808N440210V02_sp01-159.fits.gz 
 6676788,362001169,286.952940,42.182381,0.0043,spec-57291-KP190808N440210V02_sp01-169.fits.gz 
 6676788,576511046,286.952940,42.182381,0.0043,spec-57908-KP190339N395439V03_sp11-046.fits.gz 
 6676885,362001087,286.990630,42.126091,0.0087,spec-57291-KP190808N440210V02_sp01-087.fits.gz 
 6677387,362101093,287.197330,42.115719,0.0244,spec-57291-KP190808N440210V03_sp01-093.fits.gz 
 6677387,581601093,287.197330,42.115719,0.0244,spec-57920-KP190808N440210V04_sp01-093.fits.gz 
 6677653,362001088,287.305900,42.155830,1.0127,spec-57291-KP190808N440210V02_sp01-088.fits.gz 
 6677653,369010077,287.305900,42.155830,1.0127,spec-57307-KP192102N424113V03_sp10-077.fits.gz 
 6678328,161401110,287.585667,42.150944,0.0316,spec-56570-KP190808N440210V01_sp01-110.fits.gz 
 6678432,154010072,287.625958,42.129389,0.0342,spec-56432-KP192102N424113V01_sp10-072.fits.gz 
 6678472,362001121,287.646820,42.188671,0.0250,spec-57291-KP190808N440210V02_sp01-121.fits.gz 
 6678472,581601121,287.646820,42.188671,0.0250,spec-57920-KP190808N440210V04_sp01-121.fits.gz 
 6679278,362107007,287.942200,42.199780,0.0222,spec-57291-KP190808N440210V03_sp07-007.fits.gz 
 6680386,362007229,288.331300,42.148960,0.0043,spec-57291-KP190808N440210V02_sp07-229.fits.gz 
 6681414,362007221,288.706570,42.159882,0.0316,spec-57291-KP190808N440210V02_sp07-221.fits.gz 
 6681465,161407221,288.724000,42.187528,0.0450,spec-56570-KP190808N440210V01_sp07-221.fits.gz 
 6681565,362007210,288.754790,42.176319,0.0268,spec-57291-KP190808N440210V02_sp07-210.fits.gz 
 6681565,581607210,288.754790,42.176319,0.0268,spec-57920-KP190808N440210V04_sp07-210.fits.gz 
 6688318,155008170,290.841958,42.183139,0.0304,spec-56436-kepler02_1_sp08-170.fits.gz 
 6688580,159608167,290.921583,42.102361,0.0321,spec-56562-KP192102N424113V02_sp08-167.fits.gz 
 6690139,154008007,291.413292,42.187056,0.0594,spec-56432-KP192102N424113V01_sp08-007.fits.gz 
 6690139,159608007,291.413292,42.187056,0.0594,spec-56562-KP192102N424113V02_sp08-007.fits.gz 
 6690934,155008052,291.643542,42.142472,0.0460,spec-56436-kepler02_1_sp08-052.fits.gz 
 6690934,159608127,291.643542,42.142472,0.0460,spec-56562-KP192102N424113V02_sp08-127.fits.gz 
 6694150,159606078,292.621958,42.193333,0.0298,spec-56562-KP192102N424113V02_sp06-078.fits.gz 
 6696436, 52816134,293.251917,42.166667,0.0833,spec-56096-kepler08B56096_1_sp16-134.fits.gz 
 6700106,367714236,294.199920,42.178211,0.0000,spec-57304-KP194918N413456V04_sp14-236.fits.gz 
 6700106,579811189,294.199920,42.178211,0.0000,spec-57917-KP193708N401249V02_sp11-189.fits.gz 
 6700113, 52811178,294.201792,42.156472,0.0586,spec-56096-kepler08B56096_1_sp11-178.fits.gz 
 6701041,367714113,294.437010,42.187012,0.0043,spec-57304-KP194918N413456V04_sp14-113.fits.gz 
 6701041,579811190,294.437010,42.187012,0.0043,spec-57917-KP193708N401249V02_sp11-190.fits.gz 
 6701238,367814237,294.487340,42.167110,0.0513,spec-57304-KP194918N413456V05_sp14-237.fits.gz 
 6705642,162203118,295.545292,42.120972,0.0445,spec-56571-KP194918N413456V01_sp03-118.fits.gz 
 6705642,241703118,295.545292,42.120972,0.0445,spec-56800-KP194918N413456V_sp03-118.fits.gz 
 6706980,367803116,295.832400,42.112900,0.0222,spec-57304-KP194918N413456V05_sp03-116.fits.gz 
 6706980,579812049,295.832400,42.112900,0.0222,spec-57917-KP193708N401249V02_sp12-049.fits.gz 
 6707691, 52912048,295.997667,42.174417,0.0335,spec-56096-kepler08B56096_2_sp12-048.fits.gz 
 6707805, 52812048,296.024625,42.151389,0.0596,spec-56096-kepler08B56096_1_sp12-048.fits.gz 
 6717417,162309154,298.123000,42.177750,0.0556,spec-56571-KP194918N413456V02_sp09-154.fits.gz 
 6751876,577805060,281.832370,42.218410,0.0248,spec-57912-KP185031N425443V05_sp05-060.fits.gz 
 6752140,365005068,281.966310,42.246120,0.0043,spec-57300-KP185031N425443V02_sp05-068.fits.gz 
 6752140,577605068,281.966310,42.246120,0.0043,spec-57912-KP185031N425443V03_sp05-068.fits.gz 
 6755907,577708017,283.748260,42.244350,0.0264,spec-57912-KP185031N425443V04_sp08-017.fits.gz 
 6756648,163008141,284.080551,42.220917,2.5349,spec-56573-KP185031N425443V01_sp08-141.fits.gz 
 6757928,163006236,284.617264,42.242073,2.9923,spec-56573-KP185031N425443V01_sp06-236.fits.gz 
 6761651,362102075,286.302800,42.237099,0.0226,spec-57291-KP190808N440210V03_sp02-075.fits.gz 
 6761651,576511215,286.302800,42.237099,0.0226,spec-57908-KP190339N395439V03_sp11-215.fits.gz 
 6762022,362101065,286.477510,42.259689,0.0075,spec-57291-KP190808N440210V03_sp01-065.fits.gz 
 6764026,161401143,287.289167,42.236917,0.0134,spec-56570-KP190808N440210V01_sp01-143.fits.gz 
 6764229,369010112,287.377690,42.223679,0.0271,spec-57307-KP192102N424113V03_sp10-112.fits.gz 
 6764685,369010072,287.566220,42.254910,0.0246,spec-57307-KP192102N424113V03_sp10-072.fits.gz 
 6764685,581601126,287.566220,42.254910,0.0246,spec-57920-KP190808N440210V04_sp01-126.fits.gz 
 6766118,159610235,288.117208,42.273389,0.1574,spec-56562-KP192102N424113V02_sp10-235.fits.gz 
 6767489,362007212,288.641330,42.282001,0.0246,spec-57291-KP190808N440210V02_sp07-212.fits.gz 
 6768319,362007222,288.934110,42.233921,0.0075,spec-57291-KP190808N440210V02_sp07-222.fits.gz 
 6768355,362007066,288.948240,42.289680,0.0053,spec-57291-KP190808N440210V02_sp07-066.fits.gz 
 6768355,581607066,288.948240,42.289680,0.0053,spec-57920-KP190808N440210V04_sp07-066.fits.gz 
 6768654,362107070,289.062770,42.285530,0.0000,spec-57291-KP190808N440210V03_sp07-070.fits.gz 
