  2446327 19282549+3746240  19:28:25.497 +37:46:23.99 12.39 4610  92   54.09    0.22    5.53    0.05 2.67e+03 88.8        1.29    0.07    9.10    0.20    2.63    0.01 -999.      0.67    0.05 -999.   -999.   0 -999.    0 0 0
  2447046 19285988+3745187  19:28:59.885 +37:45:18.72 12.08 4897  98  173.37    0.69   13.04    0.05 74.8     3.52        1.51    0.06    5.41    0.07    3.15    0.01 -999.   -999.      0.03 -999.   -999.   0 -999.    0 0 0
  2447529 19292229+3746530  19:29:22.294 +37:46:53.04 11.64 4976 100  109.63    0.68    8.39    0.05 114      3.64        2.27    0.11    8.33    0.14    2.95    0.01  167.40    1.29    0.19  101.00    4.17 0 -999.    2 0 2
  2447604 19292597+3743597  19:29:25.973 +37:43:59.77 10.75 4928  99   54.24    0.49    5.00    0.05 835      36.8        2.15    0.13   11.54    0.29    2.65    0.01  294.70    1.32    0.03 -999.   -999.   0 -999.    0 1 2
  2448225 19295922+3747032  19:29:59.222 +37:47:03.30 10.81 4799 168   35.49    0.25    4.04    0.05 4.98e+03 201         1.36    0.11   11.43    0.36    2.46    0.01  319.10    1.74    0.06 -999.   -999.   0 -999.    0 1 2
  2448260 19300102+3742402  19:30:01.022 +37:42:40.28 11.28 4973 174   39.37    0.26    4.44    0.05 2.88e+03 105         1.34    0.11   10.69    0.32    2.51    0.01  336.20    1.24    0.05 -999.   -999.   0 -999.    0 1 2
  2448679 19302355+3745440  19:30:23.554 +37:45:44.06 12.09 4864  97   38.27    0.35    4.35    0.05 3.05e+03 131         1.30    0.08   10.70    0.29    2.49    0.01  331.90    1.50    0.05 -999.   -999.   0 -999.    0 1 2
  2448756 19302783+3746554  19:30:27.833 +37:46:55.42 12.13 4968 174   35.40    0.22    4.14    0.05 4.88e+03 203         1.28    0.10   11.02    0.34    2.46    0.01  252.00    1.09    0.21 -999.   -999.   0 -999.    0 1 2
  2449020 19304378+3745086  19:30:43.788 +37:45:08.60 11.91 5004 100   67.49    0.32    6.07    0.05 518      16.3        1.95    0.10    9.83    0.20    2.74    0.01  313.30    1.20    0.03 -999.   -999.   0 -999.    0 1 2
  2449703 19312163+3743519  19:31:21.631 +37:43:51.96 11.44 4837 169   31.94    0.23    3.98    0.05 7.56e+03 307         1.06    0.09   10.63    0.34    2.41    0.01  302.10    1.75    0.07 -999.   -999.   0 -999.    0 1 2
  2450318 19315457+3747319  19:31:54.574 +37:47:31.96 11.06 4968  99  135.34    0.27   11.46    0.05 323      7.96        1.22    0.05    5.50    0.07    3.05    0.01 -999.      1.41    0.03 -999.   -999.   0 -999.    0 0 1
  2451509 19325837+3742091  19:32:58.375 +37:42:09.11  9.92 4850  97   82.02    0.26    7.10    0.05 663      17.5        1.79    0.08    8.59    0.15    2.82    0.01 -999.      1.72    0.03 -999.   -999.   0 -999.    0 0 1
  2556640 19062145+3750033  19:06:21.461 +37:50:03.34 11.21 4834  97   39.94    0.22    4.38    0.05 2.33e+03 92.2        1.41    0.09   10.94    0.29    2.51    0.01 -999.      1.69    0.04 -999.   -999.   0 -999.    0 0 2
