   KIC, 2MASS,        Kep_mag,  flag_act_osc, evol_status, Prot, logg_ast, err, NUV_xs, err, S_Ca_HK, err, S_Mg, err, S_Fe, err, S_Halpha, err, S_CaIR, err 
 11358669,19425925+4911303 , 9.76, 0,1,-999.00, 2.91, 0.01,1.368,0.394,0.149,0.001,0.569,0.030,0.864,0.043,0.753,0.031,0.569,0.004 
 11358755,19430565+4907303 ,11.46, 0,0,-999.00, 2.47, 0.01,1.122,0.392, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11358810,19431057+4909109 ,12.34, 0,2,-999.00, 2.47, 0.01,0.542,0.364,0.194,0.002,0.738,0.005,0.907,0.006,0.724,0.005,0.603,0.040 
 11359175,19434435+4907121 ,11.61, 0,2,-999.00, 2.46, 0.01,0.851,0.374,0.159,0.001,0.660,0.003,0.871,0.004,0.780,0.003,0.583,0.007 
 11360886,19461811+4906040 ,11.06, 0,0,-999.00, 2.58, 0.01,0.118,0.392, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11361765,19473596+4907029 ,10.83, 0,1,-999.00, 2.93, 0.01,0.223,0.361,0.197,0.001,0.649,0.005,0.894,0.006,0.757,0.006,0.609,0.005 
 11362947,19492178+4911401 ,11.99, 0,2,-999.00, 2.79, 0.01,0.838,0.447, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11391047,18593596+4912597 ,11.40, 0,1,-999.00, 3.26, 0.01,0.275,0.396, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11394905,19093999+4913392 ,11.37, 0,2,-999.00, 2.50, 0.01,-0.038,0.381,0.149,0.001,0.686,0.004,0.907,0.006,0.740,0.005,0.602,0.006 
 11395200,19102422+4916163 ,12.47, 0,2,-999.00, 2.39, 0.01,-0.034,0.407,0.157,0.001,0.706,0.002,0.899,0.004,0.730,0.003,0.596,0.004 
 11395816,19120040+4915550 ,12.04, 0,2,-999.00, 2.42, 0.01,-0.256,0.444,0.152,0.001,0.717,0.003,0.901,0.004,0.771,0.004,0.617,0.004 
 11400830,19230026+4917067 ,12.24, 0,2,-999.00, 2.40, 0.01, -999, -999,0.352,0.002,0.696,0.006,0.877,0.007,0.726,0.007,0.545,0.010 
 11401466,19242375+4913221 ,11.35, 0,2,-999.00, 2.46, 0.01, -999, -999,0.139,0.001,0.679,0.003,0.886,0.005,0.779,0.004,0.607,0.004 
 11403437,19283303+4913232 ,11.64, 0,2,-999.00, 2.44, 0.01, -999, -999,0.144,0.001,0.646,0.004,0.872,0.006,0.772,0.005,0.573,0.006 
 11403918,19293234+4916370 ,12.18, 0,1,-999.00, 2.77, 0.01, -999, -999,0.149,0.001,0.537,0.003,0.849,0.003,0.792,0.003,0.550,0.003 
 11408237,19375391+4916443 ,11.65, 0,0,-999.00, 2.51, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11408704,19384199+4912464 ,12.11, 0,0,-999.00, 2.32, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11409529,19401335+4914581 ,11.86, 0,2,-999.00, 2.46, 0.01,1.706,0.499,0.141,0.003, -999, -999,0.839,0.007,0.795,0.007,0.571,0.044 
 11410549,19420328+4917050 ,10.40, 0,2,-999.00, 2.49, 0.01,1.988,0.376,0.153,0.001,0.635,0.002,0.871,0.005,0.771,0.005,0.589,0.012 
 11411163,19425955+4912236 ,10.46, 0,1,-999.00, 2.60, 0.01,1.003,0.398, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11412190,19443458+4914428 ,12.01, 0,2,-999.00, 2.43, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11413138,19460251+4913014 ,11.54, 0,2,-999.00, 2.58, 0.01, -999, -999, -999, -999,0.532,0.011,0.861,0.005,0.773,0.004,0.533,0.005 
 11413158,19460458+4916004 ,10.51, 0,2,-999.00, 2.67, 0.01,0.821,0.405,0.132,0.008,0.685,0.004,0.875,0.004,0.730,0.003,0.546,0.005 
 11413393,19462529+4912393 ,12.46, 0,1,-999.00, 2.75, 0.01,0.606,0.444,0.211,0.002,0.622,0.004,0.895,0.014,0.749,0.013,0.590,0.004 
 11414700,19482168+4917037 ,11.37, 0,2,-999.00, 2.48, 0.01,1.073,0.397,0.180,0.001,0.659,0.003,0.876,0.006,0.754,0.005,0.571,0.016 
 11441797,18545366+4923255 ,11.16, 0,0,-999.00, 2.67, 0.01,0.536,0.364, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11442897,18580027+4921126 ,11.69, 0,0,-999.00, 2.99, 0.01, -999, -999,0.169,0.001,0.675,0.005,0.905,0.007,0.749,0.006,0.641,0.007 
 11443139,18584348+4923267 ,11.43, 0,2,-999.00, 2.34, 0.01, -999, -999,0.151,0.002,0.738,0.004,0.901,0.004,0.710,0.004,0.585,0.004 
 11444313,19014380+4923062 ,11.31, 0,2,-999.00, 2.43, 0.01, -999, -999,0.146,0.002,0.641,0.002,0.863,0.004,0.751,0.003,0.542,0.004 
 11444676,19023615+4923482 ,10.42, 2,2,104.70, 2.95, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11444844,19025913+4922423 ,12.04, 0,2,-999.00, 2.41, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11447802,19105035+4921191 ,10.13, 0,2,-999.00, 2.55, 0.01,0.432,0.529, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11450279,19163278+4918138 ,10.40, 0,0,-999.00, 2.48, 0.01,-0.097,0.421, -999, -999,0.656,0.004,0.864,0.005,0.756,0.005,0.547,0.004 
 11450315,19163562+4923122 ,11.53, 0,0,-999.00, 2.44, 0.01,0.811,0.431, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11453627,19235447+4922456 ,11.41, 0,2,-999.00, 2.40, 0.01, -999, -999,0.144,0.002,0.611,0.006,0.866,0.008,0.765,0.007,0.565,0.005 
 11454275,19252068+4921236 ,10.73, 0,2,-999.00, 2.46, 0.01, -999, -999,0.189,0.002,0.619,0.007,0.873,0.006,0.768,0.006,0.557,0.007 
 11455176,19272681+4922266 ,11.51, 0,0,-999.00, 2.47, 0.01, -999, -999,0.149,0.001,0.712,0.003,0.887,0.004,0.763,0.004,0.578,0.005 
 11455925,19285991+4921302 ,11.55, 0,2,-999.00, 2.39, 0.01, -999, -999,0.148,0.001,0.677,0.004,0.890,0.007,0.757,0.005,0.584,0.006 
 11456246,19294171+4920277 ,10.47, 0,2,-999.00, 2.39, 0.01, -999, -999,0.124,0.003,0.585,0.004,0.854,0.008,0.769,0.007,0.533,0.009 
 11456449,19300850+4921276 ,11.66, 0,1,-999.00, 2.98, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11456735,19304347+4921105 , 9.65, 2,0,121.00, 2.88, 0.01, -999, -999,0.178,0.001,0.729,0.005,0.895,0.007,0.721,0.007,0.584,0.007 
 11461138,19390453+4921175 ,12.22, 0,2,-999.00, 2.42, 0.01, -999, -999,0.161,0.001, -999, -999,0.843,0.018,0.793,0.020,0.555,0.005 
 11462629,19414171+4918187 , 9.81, 0,2,-999.00, 2.91, 0.01,1.142,0.394, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11462972,19421645+4919079 , 9.88, 0,2,-999.00, 2.54, 0.01,1.018,0.361, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11463411,19425814+4918225 ,10.89, 0,2,-999.00, 2.63, 0.01,1.001,0.345,0.090,0.002,0.733,0.015,0.889,0.010,0.735,0.010,0.616,0.017 
 11465784,19464418+4920158 ,11.64, 0,2,-999.00, 2.45, 0.01,0.457,0.435,0.164,0.001,0.637,0.004,0.868,0.005,0.749,0.005,0.561,0.006 
 11465942,19470004+4919155 ,11.15, 0,1,-999.00, 2.93, 0.01,0.994,0.351,0.168,0.001,0.663,0.006,0.869,0.006,0.728,0.007,0.554,0.008 
 11468340,19504214+4920471 ,11.76, 0,2,-999.00, 2.53, 0.01, -999, -999,0.171,0.000,0.658,0.004,0.874,0.005,0.749,0.004,0.581,0.007 
 11468895,19513520+4922311 , 9.72, 0,0,-999.00, 2.39, 0.01,1.067,0.413, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11468988,19514438+4918595 ,11.12, 0,1,-999.00, 2.43, 0.01,-1.486,0.409, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11469401,19522406+4923093 ,11.68, 0,2,-999.00, 2.39, 0.01, -999, -999,0.223,0.002, -999, -999,0.835,0.011,0.794,0.009,0.526,0.006 
 11495084,18585595+4929413 ,11.89, 0,2,-999.00, 2.37, 0.01, -999, -999,0.158,0.001,0.594,0.004,0.867,0.004,0.752,0.004,0.557,0.012 
 11495120,18590150+4924250 , 9.53, 0,2,-999.00, 2.72, 0.01, -999, -999,0.182,0.000,0.684,0.008,0.871,0.006,0.741,0.006,0.544,0.006 
 11496569,19025133+4929261 , 9.44, 0,1,-999.00, 2.74, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11498178,19064868+4926334 ,11.37, 0,2,-999.00, 3.22, 0.01, -999, -999,0.190,0.001,0.618,0.007,0.882,0.009,0.756,0.009,0.606,0.012 
 11498298,19071068+4924377 ,10.59, 0,2,-999.00, 2.54, 0.01, -999, -999,0.178,0.002,0.705,0.009,0.880,0.011,0.746,0.009,0.579,0.012 
 11499428,19100103+4928499 ,11.82, 0,2,-999.00, 2.43, 0.01,-0.679,0.410,0.177,0.002,0.695,0.002,0.890,0.003,0.760,0.003,0.620,0.003 
 11502092,19161089+4926184 ,12.36, 0,2,-999.00, 2.44, 0.01,0.839,0.412,0.159,0.002,0.712,0.003,0.881,0.005,0.750,0.004,0.613,0.004 
 11502538,19165799+4925277 ,12.27, 0,2,-999.00, 2.48, 0.01,0.545,0.455,0.140,0.001,0.692,0.008,0.889,0.005,0.758,0.005,0.585,0.012 
 11506212,19250956+4928422 ,12.46, 0,0,-999.00, 2.49, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11506336,19252548+4929107 ,11.15, 2,1,103.00, 2.94, 0.01, -999, -999,0.304,0.002,0.635,0.004,0.894,0.038,0.766,0.034,0.671,0.047 
 11508928,19304575+4924463 , 8.88, 0,2,-999.00, 2.45, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11508970,19305136+4929598 ,11.35, 0,2,-999.00, 2.45, 0.01, -999, -999,0.170,0.003,0.693,0.005,0.886,0.004,0.751,0.004,0.590,0.007 
 11509277,19312830+4927317 ,11.00, 0,2,-999.00, 2.57, 0.01, -999, -999,0.151,0.002,0.636,0.004,0.853,0.005,0.776,0.005,0.567,0.004 
 11509608,19320870+4926497 ,11.73, 0,0,-999.00, 2.44, 0.01, -999, -999,0.164,0.001,0.702,0.004,0.915,0.006,0.759,0.006,0.636,0.005 
 11509792,19322887+4928357 ,10.73, 0,0,-999.00, 2.21, 0.01, -999, -999,0.147,0.001,0.652,0.004,0.873,0.005,0.768,0.004,0.552,0.004 
 11512096,19363786+4927107 ,10.30, 0,2,-999.00, 2.41, 0.01, -999, -999,0.158,0.002,0.680,0.002,0.899,0.003,0.761,0.003,0.603,0.003 
 11513798,19393990+4924073 ,11.07, 0,1,-999.00, 2.87, 0.01,1.225,0.371,0.207,0.001,0.529,0.003,0.857,0.005,0.799,0.004,0.624,0.005 
 11514322,19403701+4924193 ,11.27, 0,0,-999.00, 2.70, 0.01,1.386,0.374,0.185,0.003,0.598,0.023,0.868,0.030,0.780,0.027,0.605,0.004 
 11515424,19423078+4929529 ,12.22, 0,0,-999.00, 3.10, 0.01, -999, -999,0.206,0.002,0.593,0.003,0.877,0.004,0.761,0.004,0.610,0.033 
 11517524,19454321+4929535 ,11.34, 0,0,-999.00, 2.93, 0.01,1.128,0.365, -999, -999, -999, -999,0.816,0.005,0.762,0.005,0.508,0.005 
 11518492,19471225+4924272 ,11.21, 0,0,-999.00, 2.63, 0.01,1.361,0.389,0.166,0.002,0.615,0.005,0.869,0.005,0.809,0.005,0.583,0.006 
 11518690,19473059+4924086 ,10.43, 0,2,-999.00, 2.39, 0.01,1.308,0.387,0.293,0.001,0.644,0.004,0.871,0.008,0.767,0.007,0.560,0.005 
 11519087,19480448+4924199 ,12.26, 0,2,-999.00, 2.82, 0.01,0.135,0.377, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11519405,19483294+4924231 ,12.28, 0,1,-999.00, 3.04, 0.01,0.532,0.386,0.193,0.001,0.669,0.006,0.902,0.004,0.748,0.003,0.621,0.006 
 11519991,19492463+4924039 ,10.33, 0,2,-999.00, 2.93, 0.01,0.426,0.325,0.192,0.001,0.698,0.003,0.884,0.003,0.724,0.002,0.598,0.004 
 11521155,19511529+4924267 ,12.20, 0,2,-999.00, 2.52, 0.01,1.454,0.453,0.153,0.002,0.683,0.002,0.875,0.003,0.741,0.002, -999, -999 
 11521197,19511870+4925512 ,11.50, 0,0,-999.00, 2.74, 0.01,0.477,0.400, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11521352,19513387+4927313 ,11.54, 0,1,-999.00, 2.95, 0.01,-0.994,0.427,0.219,0.001,0.657,0.002,0.891,0.003,0.735,0.003,0.614,0.002 
 11521547,19515080+4924255 ,12.18, 0,2,-999.00, 2.55, 0.01,0.614,0.457,0.196,0.002,0.613,0.002,0.860,0.004,0.757,0.004,0.550,0.002 
 11521644,19520055+4925551 ,11.18, 2,0, 28.60, 2.48, 0.01,1.676,0.413,0.166,0.002,0.642,0.003,0.864,0.005,0.753,0.006,0.559,0.004 
 11521653,19520128+4926539 ,12.10, 0,1,-999.00, 3.06, 0.01,0.723,0.413, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11546913,18570613+4932187 ,11.14, 0,1,-999.00, 3.17, 0.01, -999, -999,0.176,0.001,0.639,0.003,0.892,0.016,0.747,0.015,0.619,0.004 
 11547584,18590948+4930337 , 8.49, 0,2,-999.00, 2.59, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11548940,19025062+4932305 ,11.63, 0,0,-999.00, 2.28, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11548981,19025510+4935498 , 8.61, 0,2,-999.00, 2.92, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11550492,19065989+4932243 , 9.28, 0,1,-999.00, 2.88, 0.01, -999, -999,0.165,0.001,0.579,0.003,0.863,0.004,0.764,0.003,0.580,0.032 
 11550567,19071264+4930121 ,11.49, 0,2,-999.00, 2.49, 0.01, -999, -999,0.157,0.001,0.677,0.005,0.871,0.007,0.745,0.006,0.559,0.003 
 11551628,19101320+4930476 ,11.98, 0,2,-999.00, 2.64, 0.01,1.090,0.453,0.148,0.002,0.631,0.008,0.863,0.010,0.764,0.009,0.570,0.007 
 11551746,19103545+4933054 ,11.64, 0,2,-999.00, 2.57, 0.01,1.027,0.432,0.162,0.003,0.653,0.004,0.873,0.004,0.746,0.004,0.583,0.009 
 11554998,19180652+4935124 ,11.78, 1,0, 30.35,-999.00,-999.00,-1.196,0.420,0.685,0.001,0.580,0.004,0.866,0.005,0.910,0.005,0.742,0.006 
 11559187,19274021+4934059 ,12.38, 0,1,-999.00, 2.75, 0.01, -999, -999,0.147,0.001,0.563,0.003,0.852,0.004,0.765,0.004,0.559,0.005 
 11559263,19274981+4931045 , 9.02,26,0,-999.00, 2.85, 0.01, -999, -999,0.294,0.001,0.766,0.004,0.897,0.005,0.682,0.004,0.594,0.006 
 11559478,19281694+4932002 ,11.22, 0,2,-999.00, 2.49, 0.01, -999, -999,0.159,0.001,0.724,0.003,0.895,0.005,0.731,0.005,0.585,0.004 
 11559645,19283631+4935299 ,11.64, 0,0,-999.00, 2.33, 0.01, -999, -999,0.146,0.007,0.657,0.002,0.875,0.003,0.759,0.003,0.569,0.003 
 11559818,19285736+4934596 ,10.84, 0,0,-999.00, 2.49, 0.01, -999, -999,0.145,0.001, -999, -999,0.837,0.003,0.811,0.002,0.536,0.003 
 11560054,19292903+4932133 ,12.27, 0,2,-999.00, 2.37, 0.01, -999, -999,0.168,0.002,0.605,0.002,0.903,0.009,0.776,0.009,0.634,0.007 
 11560465,19302080+4934042 ,12.29, 0,0,-999.00, 2.68, 0.01, -999, -999,0.170,0.001,0.530,0.005,0.876,0.004,0.780,0.003,0.574,0.006 
 11560939,19311997+4934050 ,11.72, 0,1,-999.00, 3.13, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11560948,19312086+4934152 ,10.85, 0,0,-999.00, 2.39, 0.01, -999, -999,0.127,0.002,0.574,0.005,0.854,0.005,0.767,0.004,0.558,0.005 
 11561379,19321643+4931452 ,12.12, 0,1,-999.00, 2.88, 0.01, -999, -999,0.167,0.001,0.635,0.002,0.893,0.002,0.760,0.002,0.600,0.002 
 11563791,19365221+4935594 ,11.00, 0,0,-999.00, 2.55, 0.01, -999, -999,0.224,0.001,0.809,0.002,0.946,0.003,0.768,0.003,0.678,0.003 
 11564307,19374466+4930277 ,11.20, 0,2,-999.00, 2.47, 0.01, -999, -999,0.162,0.001,0.667,0.003,0.879,0.003,0.768,0.003,0.605,0.003 
 11564787,19383501+4933052 ,11.84, 0,2,-999.00, 2.37, 0.01,2.766,0.597, -999, -999, -999, -999,0.824,0.004,0.781,0.004,0.566,0.004 
 11566038,19404807+4933494 ,12.07, 0,0,-999.00, 2.41, 0.01,-0.907,0.350, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11566466,19413366+4931288 ,12.30, 0,1,-999.00, 3.06, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11567392,19430504+4930581 ,12.49, 0,1,-999.00, 3.24, 0.01,0.614,0.360,0.170,0.001,0.623,0.006,0.903,0.016,0.715,0.016,0.605,0.008 
 11567563,19432192+4931535 ,11.61, 0,2,-999.00, 2.54, 0.01,1.276,0.396,0.137,0.001,0.594,0.002,0.864,0.006,0.751,0.006,0.549,0.015 
 11567572,19432356+4934101 ,11.45, 0,2,-999.00, 2.67, 0.01,1.729,0.385,0.162,0.001,0.596,0.006,0.853,0.004,0.740,0.004,0.551,0.005 
 11568605,19450175+4931542 ,10.72, 0,0,-999.00, 2.61, 0.01, -999, -999,0.159,0.003,0.580,0.005,0.856,0.008,0.787,0.008,0.559,0.007 
 11569659,19464387+4934210 ,11.51, 0,2,-999.00, 2.41, 0.01,0.204,0.415,0.168,0.001,0.697,0.004,0.891,0.005,0.756,0.004,0.578,0.010 
 11572172,19503228+4930228 ,10.75, 0,2,-999.00, 2.41, 0.01,1.130,0.386, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11572989,19515869+4934211 ,10.42, 0,1,-999.00, 2.37, 0.01,-0.143,0.495, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11597759,18554535+4938325 ,11.98, 2,2, 48.00, 2.37, 0.01,-0.141,0.390,0.214,0.001,0.610,0.005,0.876,0.010,0.751,0.009,0.582,0.009 
 11598312,18571765+4940387 , 9.99, 0,2,-999.00, 2.58, 0.01, -999, -999,0.185,0.002,0.700,0.002,0.886,0.005,0.751,0.004,0.568,0.030 
 11598459,18574483+4941599 ,12.27, 0,0,-999.00, 3.01, 0.01, -999, -999,0.273,0.002,0.644,0.008,0.909,0.012,0.756,0.010,0.621,0.005 
 11599067,18592954+4937576 ,11.65, 0,2,-999.00, 2.27, 0.01, -999, -999, -999, -999, -999, -999,0.825,0.004,0.835,0.004,0.541,0.006 
 11599342,19001092+4938169 ,10.29, 0,0,-999.00, 3.03, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11600024,19020346+4938202 , 9.12, 0,2,-999.00, 2.46, 0.01, -999, -999,0.149,0.001,0.676,0.005,0.879,0.005,0.751,0.005,0.582,0.005 
 11600208,19022922+4939352 ,11.41, 0,2,-999.00, 2.40, 0.01, -999, -999,0.197,0.006,0.736,0.003, -999, -999, -999, -999,0.604,0.006 
 11600255,19023758+4937426 ,12.32, 0,1,-999.00, 2.93, 0.01, -999, -999,0.180,0.002,0.678,0.002,0.914,0.003,0.754,0.003,0.627,0.003 
 11600413,19030418+4939499 ,10.24, 2,0, 58.50, 2.82, 0.01, -999, -999,0.246,0.001,0.720,0.005,0.891,0.009,0.727,0.008,0.612,0.006 
 11600442,19030735+4940287 , 8.85, 0,2,-999.00, 2.76, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11600604,19033293+4941160 ,12.30, 0,1,-999.00, 2.93, 0.01, -999, -999,0.191,0.001,0.689,0.005,0.910,0.005,0.753,0.006,0.622,0.004 
 11602793,19091653+4938340 ,12.23, 0,1,-999.00, 3.01, 0.01, -999, -999, -999, -999,0.657,0.005,0.880,0.004,0.737,0.004,0.625,0.005 
 11605129,19145948+4938529 , 9.87, 0,1,-999.00, 2.56, 0.01, -999, -999,0.143,0.002,0.641,0.005,0.880,0.009,0.782,0.008,0.578,0.009 
 11605924,19164530+4940476 ,12.11, 0,1,-999.00, 2.67, 0.01,0.653,0.471,0.095,0.004,0.557,0.005,0.868,0.007,0.795,0.006,0.629,0.006 
 11606423,19175105+4941098 ,12.15, 0,1,-999.00, 2.73, 0.01,0.232,0.472, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11606451,19175437+4937423 ,11.43, 0,1,-999.00, 2.86, 0.01,0.656,0.429, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11612112,19302001+4936536 ,12.36, 0,2,-999.00, 2.50, 0.01, -999, -999,0.139,0.002,0.691,0.004,0.881,0.006,0.752,0.004,0.586,0.004 
 11612171,19302760+4941468 ,11.72, 0,2,-999.00, 2.47, 0.01, -999, -999,0.137,0.001,0.622,0.006,0.853,0.008,0.764,0.008,0.540,0.007 
 11612200,19303172+4937182 ,12.17, 0,2,-999.00, 2.41, 0.01, -999, -999,0.149,0.002,0.714,0.002,0.906,0.004,0.771,0.003,0.642,0.004 
 11612603,19312566+4938210 ,11.48, 0,1,-999.00, 2.85, 0.01, -999, -999,0.198,0.001,0.578,0.006,0.868,0.009,0.781,0.007,0.572,0.008 
 11614827,19355174+4939368 ,11.52, 0,2,-999.00, 2.46, 0.01, -999, -999,0.169,0.001,0.734,0.002,0.902,0.003,0.741,0.003,0.604,0.003 
 11615224,19363394+4938350 ,10.91, 0,2,-999.00, 2.38, 0.01, -999, -999,0.163,0.002,0.641,0.005,0.877,0.008,0.778,0.007,0.600,0.007 
 11615560,19370916+4940536 ,11.99, 0,0,-999.00, 2.53, 0.01, -999, -999,0.159,0.001,0.541,0.003,0.859,0.004,0.796,0.004,0.578,0.003 
 11615617,19371580+4936463 , 9.08, 3,0,167.00, 2.94, 0.01, -999, -999,0.215,0.001,0.639,0.007,0.875,0.009,0.758,0.008,0.602,0.011 
 11615760,19373300+4938457 ,12.32, 0,2,-999.00, 2.48, 0.01, -999, -999,0.166,0.001,0.693,0.007,0.886,0.009,0.754,0.008,0.590,0.017 
 11615890,19374688+4937073 ,12.03, 0,1,-999.00, 3.16, 0.01, -999, -999,0.125,0.009,0.551,0.005,0.849,0.007,0.724,0.008,0.551,0.004 
 11615944,19375234+4941392 , 8.93, 0,2,-999.00, 2.73, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11616594,19385987+4939200 ,11.17,54,0,-999.00,-999.00,-999.00,-0.985,0.354,0.564,0.002,0.665,0.003,0.875,0.004,0.847,0.003,0.738,0.004 
 11617501,19403166+4938401 ,11.90, 0,1,-999.00, 2.53, 0.01,1.018,0.397,0.150,0.001,0.593,0.002,0.872,0.003,0.768,0.002,0.596,0.004 
 11617622,19404506+4940333 ,11.68, 0,2,-999.00, 2.42, 0.01,1.300,0.416, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11617894,19411240+4936344 ,11.59, 0,0,-999.00, 1.96, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11618103,19413535+4941431 , 7.70, 0,1,-999.00, 2.95, 0.01,0.842,0.370, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11618522,19421336+4939595 , 9.99, 0,2,-999.00, 2.68, 0.01,1.376,0.368,0.170,0.002,0.630,0.004,0.870,0.004,0.764,0.004,0.570,0.002 
 11621486,19463967+4939064 ,11.50, 0,0,-999.00, 2.47, 0.01,0.191,0.420, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11622144,19473856+4940072 ,12.21, 0,2,-999.00, 2.52, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11623012,19485969+4938443 ,11.58, 0,2,-999.00, 2.46, 0.01,-0.569,0.364, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11649294,18562652+4945381 ,10.02, 0,0,-999.00, 2.43, 0.01, -999, -999,0.168,0.001,0.617,0.004,0.873,0.005,0.785,0.005,0.577,0.005 
 11649869,18575991+4947290 ,12.05, 0,0,-999.00, 2.15, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11651457,19021279+4946055 ,10.89, 0,0,-999.00, 2.43, 0.01, -999, -999,0.174,0.001,0.813,0.002,0.926,0.004,0.703,0.003,0.645,0.005 
 11651776,19030224+4947486 ,12.47, 0,0,-999.00, 2.34, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11653073,19061800+4943561 ,11.39, 0,2,-999.00, 2.48, 0.01, -999, -999,0.167,0.002,0.643,0.006,0.877,0.009,0.773,0.008,0.579,0.006 
 11657684,19175551+4946243 ,11.71, 0,2,-999.00, 2.44, 0.01,0.006,0.450,0.168,0.001,0.703,0.002,0.884,0.003,0.739,0.003,0.582,0.002 
 11658270,19191603+4943201 ,11.84, 0,0,-999.00, 2.32, 0.01,0.269,0.457,0.167,0.002,0.572,0.003,0.870,0.004,0.786,0.003,0.570,0.011 
 11658322,19192380+4944597 ,10.85, 0,2,-999.00, 2.90, 0.01, -999, -999,0.152,0.001,0.687,0.002,0.875,0.003,0.728,0.002,0.561,0.003 
 11658849,19203003+4946486 ,11.75, 0,2,-999.00, 2.40, 0.01,1.001,0.448,0.131,0.002,0.674,0.002,0.880,0.003,0.755,0.003,0.575,0.003 
 11658954,19204662+4943506 , 9.57, 0,2,-999.00, 2.62, 0.01,0.983,0.412,0.138,0.001,0.623,0.005,0.847,0.004,0.780,0.004,0.569,0.004 
 11658976,19204955+4945029 ,11.86, 0,0,-999.00, 2.72, 0.01, -999, -999,0.141,0.001,0.602,0.004,0.881,0.004,0.770,0.004,0.573,0.006 
 11658986,19205063+4943576 ,12.00, 0,1,-999.00, 3.12, 0.01, -999, -999,0.166,0.002,0.571,0.005,0.876,0.007,0.765,0.008,0.578,0.004 
 11659003,19205384+4944320 ,11.25, 6,0,-999.00, 2.70, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
 11661782,19272867+4944453 ,11.14, 0,0,-999.00, 2.70, 0.01, -999, -999, -999, -999,0.869,0.008, -999, -999, -999, -999, -999, -999 
 11663151,19302132+4945412 ,11.96, 0,2,-999.00, 2.45, 0.01, -999, -999,0.138,0.002,0.695,0.003,0.888,0.004,0.745,0.005,0.613,0.004 
 11665692,19353997+4944535 , 9.22, 0,2,-999.00, 2.75, 0.01, -999, -999,0.172,0.001,0.591,0.002,0.858,0.014,0.789,0.011,0.580,0.011 
