   KIC, 2MASS,        Kep_mag,  flag_act_osc, evol_status, Prot, logg_ast, err, NUV_xs, err, S_Ca_HK, err, S_Mg, err, S_Fe, err, S_Halpha, err, S_CaIR, err 
  5206349,19463874+4023341 ,12.39, 0,1,-999.00, 2.93, 0.01, -999, -999,0.212,0.003,0.721,0.005,0.930,0.007,0.721,0.005,0.653,0.006 
  5211720,19510245+4018183 ,11.31, 0,2,-999.00, 2.57, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5211806,19510653+4018409 ,11.01, 0,2,-999.00, 2.93, 0.01, -999, -999,0.175,0.003,0.704,0.013,0.889,0.021,0.712,0.015,0.677,0.012 
  5215820,19541241+4023379 ,12.01, 0,1,-999.00, 2.83, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5219465,19570572+4019438 ,11.44, 0,2,-999.00, 2.39, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5219637,19571659+4020106 ,12.14, 0,2,-999.00, 2.66, 0.01, -999, -999,0.223,0.003,0.691,0.008,0.883,0.010,0.719,0.010,0.547,0.058 
  5219773,19572315+4022062 ,11.04, 0,0,-999.00, 2.50, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5219779,19572353+4022198 ,12.25, 2,2,124.00, 2.95, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5262768,19112886+4025447 ,12.34, 0,0,-999.00, 2.49, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5262788,19113030+4029318 ,11.72, 0,2,-999.00, 2.52, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5264406,19135646+4026294 ,11.45, 0,2,-999.00, 2.28, 0.01, -999, -999,0.164,0.005,0.631,0.004,0.894,0.006,0.740,0.006,0.562,0.006 
  5264460,19135999+4025504 , 9.52, 0,2,-999.00, 2.40, 0.01, -999, -999,0.189,0.003,0.616,0.004,0.854,0.005,0.738,0.004,0.523,0.005 
  5264769,19142565+4025080 ,12.43, 0,2,-999.00, 2.46, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5265256,19150827+4029347 ,10.62, 0,2,-999.00, 2.62, 0.01, -999, -999,0.149,0.001,0.590,0.014,0.879,0.017,0.782,0.018,0.565,0.016 
  5265982,19160608+4025192 ,12.28, 0,2,-999.00, 3.27, 0.01, -999, -999,0.247,0.006,0.567,0.003,0.881,0.004,0.749,0.004,0.628,0.003 
  5266416,19164200+4026157 ,10.61, 0,2,-999.00, 2.41, 0.01, -999, -999,0.138,0.001,0.669,0.002,0.879,0.003,0.766,0.003,0.565,0.010 
  5268494,19191693+4028019 ,11.70, 0,2,-999.00, 2.42, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5269165,19200484+4028111 ,11.83, 0,2,-999.00, 2.38, 0.01, -999, -999,0.124,0.001,0.672,0.004,0.870,0.005,0.761,0.004,0.577,0.004 
  5270814,19215542+4024162 ,11.93, 0,2,-999.00, 2.37, 0.01, -999, -999,0.205,0.002,0.686,0.008,0.878,0.009,0.727,0.008,0.566,0.007 
  5270933,19220409+4025158 ,11.87, 0,2,-999.00, 2.46, 0.01, -999, -999, -999, -999, -999, -999,0.839,0.006,0.801,0.006,0.528,0.005 
  5271626,19225770+4026306 ,11.53, 0,2,-999.00, 2.32, 0.01, -999, -999,0.151,0.003,0.657,0.005,0.860,0.004,0.764,0.005,0.559,0.004 
  5282288,19353565+4025596 ,11.08, 0,2,-999.00, 2.63, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5282875,19361046+4026174 ,10.71, 0,2,-999.00, 2.57, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5283798,19370940+4025206 ,11.71, 0,2,-999.00, 2.65, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5284127,19373122+4027511 ,11.81, 0,2,-999.00, 2.42, 0.01, -999, -999,0.185,0.001,0.575,0.005,0.845,0.006,0.792,0.006,0.544,0.005 
  5285357,19385084+4029038 ,11.63, 0,2,-999.00, 2.41, 0.01, -999, -999,0.132,0.003,0.641,0.005,0.880,0.005,0.768,0.005,0.559,0.008 
  5286794,19401987+4027427 ,12.29, 0,2,-999.00, 2.45, 0.01, -999, -999,0.158,0.002,0.671,0.004,0.880,0.005,0.749,0.005,0.558,0.011 
  5287551,19410597+4025165 ,11.32, 0,2,-999.00, 2.45, 0.01, -999, -999,0.190,0.003,0.631,0.004,0.861,0.005,0.757,0.006,0.553,0.006 
  5287610,19410914+4029018 ,11.39, 0,1,-999.00, 2.69, 0.01, -999, -999,0.220,0.002,0.573,0.003,0.871,0.004,0.784,0.004,0.577,0.003 
  5288607,19420206+4027597 ,10.98, 0,2,-999.00, 2.70, 0.01, -999, -999,0.117,0.003,0.655,0.012,0.861,0.018,0.765,0.015,0.539,0.012 
  5288716,19420775+4029016 ,11.55, 0,2,-999.00, 2.46, 0.01, -999, -999,0.117,0.004,0.681,0.005,0.879,0.006,0.748,0.006,0.557,0.005 
  5295898,19481571+4028595 ,12.27, 0,1,-999.00, 3.07, 0.01, -999, -999,0.235,0.002,0.641,0.003,0.885,0.004,0.705,0.003,0.601,0.003 
  5300269,19515332+4027103 ,12.28, 0,2,-999.00, 2.94, 0.01, -999, -999,0.246,0.002,0.694,0.005,0.883,0.023,0.749,0.023,0.576,0.025 
  5300767,19521467+4025587 ,11.31, 0,1,-999.00, 2.63, 0.01, -999, -999,0.184,0.003,0.580,0.020,0.868,0.013,0.792,0.014,0.560,0.016 
  5305259,19553610+4026057 ,12.15, 0,1,-999.00, 2.66, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5305291,19553778+4025505 ,12.13, 0,1,-999.00, 3.31, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5307203,19570675+4028151 ,10.73, 0,1,-999.00, 2.60, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5307747,19573409+4027160 , 8.40, 0,2,-999.00, 2.83, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5308778,19581857+4027305 ,11.78, 2,0, 39.00, 2.59, 0.02, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5309012,19582865+4028075 ,10.55, 0,2,-999.00, 2.57, 0.01, -999, -999,0.155,0.006,0.664,0.011,0.863,0.023,0.759,0.019,0.548,0.022 
  5339823,18522869+4033219 ,11.35, 0,2,-999.00, 2.52, 0.01, -999, -999,0.138,0.002,0.654,0.005,0.882,0.006,0.739,0.006,0.559,0.005 
  5343338,18590490+4030515 ,11.62, 0,1,-999.00, 3.00, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5343454,18592128+4033102 ,12.16, 0,1,-999.00, 2.98, 0.01, -999, -999,0.182,0.001,0.628,0.005,0.889,0.007,0.732,0.006,0.581,0.006 
  5347736,19071272+4030339 ,12.25, 0,0,-999.00, 3.10, 0.01, -999, -999,0.111,0.002,0.536,0.005,0.860,0.006,0.767,0.008,0.580,0.005 
  5350163,19111996+4032420 ,12.10, 0,1,-999.00, 2.78, 0.01, -999, -999, -999, -999,0.582,0.018,0.851,0.027,0.773,0.024,0.560,0.024 
  5351405,19130972+4032067 ,12.02, 0,0,-999.00, 2.50, 0.01, -999, -999,0.119,0.005,0.598,0.005,0.877,0.006,0.798,0.005,0.641,0.007 
  5352533,19144613+4031321 ,12.24, 0,2,-999.00, 3.36, 0.01, -999, -999,0.201,0.002,0.624,0.005,0.885,0.007,0.756,0.006,0.686,0.006 
  5353157,19153610+4033491 ,12.32, 0,0,-999.00, 2.86, 0.01, -999, -999,0.148,0.002,0.592,0.005,0.855,0.007,0.773,0.006,0.566,0.006 
  5353178,19153787+4034512 ,11.17, 0,2,-999.00, 2.34, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5353200,19154026+4033450 ,10.08, 0,2,-999.00, 2.40, 0.01, -999, -999,0.134,0.001,0.654,0.007,0.886,0.011,0.770,0.008,0.581,0.008 
  5353283,19154738+4030314 ,12.27, 0,0,-999.00, 2.20, 0.01, -999, -999,0.141,0.002,0.627,0.006,0.905,0.007,0.779,0.008,0.670,0.009 
  5355929,19190471+4033537 ,11.53, 0,1,-999.00, 2.53, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5356201,19192456+4031447 ,11.88, 0,1,-999.00, 3.23, 0.01, -999, -999,0.228,0.002,0.559,0.005,0.880,0.006,0.787,0.005,0.564,0.005 
  5358060,19213796+4033142 ,12.27, 0,2,-999.00, 2.41, 0.01, -999, -999,0.115,0.003,0.645,0.007,0.860,0.015,0.759,0.014,0.563,0.012 
  5358969,19225009+4031505 ,11.41, 0,1,-999.00, 3.24, 0.01, -999, -999,0.178,0.001,0.581,0.004,0.877,0.005,0.760,0.005,0.583,0.005 
  5359478,19233115+4032232 ,12.10, 0,2,-999.00, 2.40, 0.01, -999, -999,0.238,0.002,0.670,0.002,0.872,0.003,0.755,0.004,0.576,0.004 
  5359600,19234174+4034149 ,11.36, 0,1,-999.00, 2.58, 0.01, -999, -999,0.145,0.002,0.619,0.005,0.872,0.007,0.744,0.008,0.580,0.009 
  5360690,19250424+4034095 ,12.48, 0,0,-999.00, 2.32, 0.01, -999, -999,0.147,0.002,0.564,0.007,0.838,0.010,0.778,0.007,0.515,0.009 
  5360757,19250988+4030412 ,11.78, 0,0,-999.00, 2.47, 0.01, -999, -999,0.206,0.003, -999, -999,0.830,0.004,0.752,0.004,0.514,0.004 
  5360999,19252679+4033450 ,12.07, 0,1,-999.00, 3.21, 0.01, -999, -999,0.241,0.002,0.556,0.004,0.836,0.005,0.766,0.005,0.536,0.004 
  5361169,19253962+4035289 ,11.68, 0,2,-999.00, 2.48, 0.01, -999, -999,0.154,0.002,0.725,0.005,0.901,0.005,0.768,0.005,0.566,0.005 
  5364240,19292154+4034337 ,11.29, 0,1,-999.00, 2.76, 0.01, -999, -999,0.172,0.003,0.621,0.004,0.898,0.006,0.795,0.005,0.638,0.006 
  5370902,19365033+4030115 ,12.49, 0,1,-999.00, 2.99, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5371173,19370719+4035219 ,12.44, 0,1,-999.00, 2.56, 0.01, -999, -999,0.150,0.004,0.596,0.003,0.900,0.003,0.760,0.003,0.595,0.008 
  5371756,19374429+4031294 ,11.64, 0,1,-999.00, 2.99, 0.01, -999, -999,0.166,0.001,0.647,0.003,0.898,0.003,0.747,0.004,0.589,0.003 
  5372141,19380918+4031373 ,10.30, 2,2,  6.50, 2.57, 0.01, -999, -999,0.449,0.002,0.786,0.007,0.914,0.008,0.660,0.009,0.641,0.010 
  5373447,19392738+4033127 , 9.72, 0,0,-999.00, 2.51, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5374221,19401427+4035120 ,10.84, 0,1,-999.00, 2.33, 0.01, -999, -999,0.205,0.001,0.642,0.004,0.873,0.006,0.761,0.005,0.558,0.007 
  5376963,19424798+4035361 ,12.01, 0,2,-999.00, 2.56, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5380775,19461293+4034144 ,11.81, 0,1,-999.00, 2.72, 0.01, -999, -999,0.153,0.001,0.597,0.002,0.867,0.003,0.774,0.003,0.587,0.003 
  5382824,19475490+4032009 ,10.41, 2,2, 94.00, 2.93, 0.01, -999, -999,0.211,0.001,0.695,0.005,0.891,0.006,0.724,0.006,0.594,0.005 
  5383359,19482276+4032018 ,11.07, 0,2,-999.00, 2.41, 0.01, -999, -999,0.167,0.002,0.618,0.003,0.876,0.005,0.761,0.004,0.541,0.005 
  5384777,19494652+4031154 ,12.23, 0,1,-999.00, 3.24, 0.01, -999, -999,0.169,0.002,0.581,0.004,0.883,0.005,0.765,0.004,0.608,0.005 
  5385245,19501078+4033197 ,10.96, 2,2, 91.00, 3.00, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5385518,19502552+4034171 ,11.29, 0,1,-999.00, 2.66, 0.01, -999, -999,0.163,0.001,0.613,0.003,0.881,0.003,0.769,0.003,0.566,0.004 
  5392313,19555191+4031514 ,11.36, 0,0,-999.00, 2.64, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5392657,19560675+4035100 ,10.00, 0,2,-999.00, 2.55, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5393304,19563377+4030285 ,12.08, 0,0,-999.00, 2.46, 0.01, -999, -999,0.146,0.002,0.683,0.006,0.867,0.007,0.716,0.006,0.545,0.007 
  5393453,19564015+4035334 ,12.13, 0,1,-999.00, 3.02, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5426041,18522445+4041172 ,11.51, 0,0,-999.00, 2.60, 0.01, -999, -999,0.116,0.001,0.580,0.003,0.868,0.004,0.789,0.004,0.560,0.004 
  5428669,18574690+4040456 ,11.40, 0,0,-999.00, 2.60, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5430086,19003815+4036588 ,12.08, 2,2, 82.50, 2.35, 0.01, -999, -999, -999, -999, -999, -999,0.836,0.007,0.799,0.006,0.569,0.007 
  5430224,19005243+4038360 ,11.01, 2,0, 55.00, 2.65, 0.02, -999, -999,0.282,0.002,0.655,0.004,0.876,0.006,0.764,0.006,0.659,0.007 
  5430779,19015505+4040564 ,11.88, 0,1,-999.00, 3.02, 0.01, -999, -999,0.169,0.001,0.555,0.004,0.870,0.005,0.782,0.004,0.625,0.005 
  5436082,19105612+4038321 ,11.72, 0,2,-999.00, 2.49, 0.01, -999, -999,0.144,0.003,0.635,0.003,0.859,0.004,0.764,0.004,0.574,0.005 
  5436490,19113355+4040127 ,12.26, 0,0,-999.00, 2.59, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5437763,19133556+4038567 ,11.79, 1,0, 14.00,-999.00,-999.00, -999, -999,0.428,0.002,0.593,0.004,0.867,0.005,0.801,0.004,0.665,0.005 
  5437909,19135045+4041260 ,11.82, 0,1,-999.00, 3.24, 0.01, -999, -999,0.180,0.002,0.612,0.003,0.886,0.004,0.761,0.004,0.607,0.005 
  5439339,19155185+4040542 ,11.27, 2,2, 59.00, 2.92, 0.01, -999, -999,0.225,0.002,0.697,0.003,0.893,0.003,0.747,0.004,0.613,0.004 
  5439695,19162085+4039541 ,11.68, 0,2,-999.00, 2.54, 0.01, -999, -999,0.254,0.003,0.643,0.005,0.888,0.006,0.807,0.006,0.675,0.008 
  5440198,19170097+4036282 ,12.08, 0,1,-999.00, 3.04, 0.01, -999, -999,0.172,0.001,0.545,0.003,0.874,0.004,0.800,0.004,0.590,0.004 
  5443741,19211884+4037011 ,11.92, 0,2,-999.00, 2.64, 0.01, -999, -999,0.174,0.002,0.579,0.005,0.863,0.009,0.775,0.007,0.572,0.008 
  5446556,19245631+4036152 ,11.59, 0,2,-999.00, 2.40, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5449922,19290970+4037533 ,11.97, 0,2,-999.00, 2.30, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5450049,19291825+4041286 ,12.37, 0,2,-999.00, 2.56, 0.01, -999, -999,0.167,0.002,0.605,0.006,0.873,0.007,0.762,0.007,0.574,0.007 
  5450439,19294801+4040210 ,10.29, 0,1,-999.00, 3.27, 0.01, -999, -999,0.181,0.003,0.669,0.006,0.900,0.007,0.723,0.008,0.644,0.008 
  5456086,19361271+4038134 ,12.42, 0,0,-999.00, 2.64, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5457016,19371138+4039496 ,12.10, 0,2,-999.00, 2.47, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5457518,19374102+4036318 ,11.52, 0,0,-999.00, 3.13, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5457811,19375823+4040256 ,10.74, 0,0,-999.00, 2.38, 0.01, -999, -999, -999, -999, -999, -999,0.834,0.004,0.810,0.004,0.522,0.004 
  5459287,19393337+4037588 ,11.37, 0,2,-999.00, 2.82, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5459494,19394718+4038347 ,10.88, 0,0,-999.00, 2.85, 0.01, -999, -999,0.174,0.003,0.614,0.005,0.859,0.007,0.770,0.009,0.551,0.008 
  5459855,19401013+4041589 ,10.86, 0,1,-999.00, 2.79, 0.01, -999, -999,0.162,0.001,0.659,0.002,0.895,0.003,0.754,0.003,0.593,0.002 
  5460741,19410442+4036470 ,11.54, 2,0, 80.50, 2.53, 0.01, -999, -999,0.216,0.004,0.615,0.003,0.859,0.004,0.737,0.004,0.566,0.004 
  5467126,19464274+4038564 ,12.37, 4,0,-999.00, 2.18, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5471548,19504365+4040447 ,11.73, 2,0, 33.10, 2.44, 0.01, -999, -999,0.401,0.001,0.632,0.004,0.865,0.005,0.854,0.005,0.659,0.004 
  5472717,19515573+4040059 ,12.40, 0,1,-999.00, 2.90, 0.01, -999, -999,0.190,0.001,0.667,0.007,0.883,0.010,0.764,0.008,0.580,0.010 
  5472976,19520847+4041231 ,11.57, 0,0,-999.00, 2.84, 0.01, -999, -999,0.158,0.001,0.542,0.007,0.859,0.010,0.803,0.009,0.559,0.007 
  5473840,19525213+4041387 ,12.24, 0,2,-999.00, 2.88, 0.01, -999, -999,0.134,0.001,0.630,0.011,0.868,0.015,0.786,0.012,0.554,0.014 
  5478010,19560001+4041041 ,11.61, 0,2,-999.00, 2.45, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5478864,19564091+4040409 ,11.10, 0,2,-999.00, 2.44, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5514024,18574575+4042531 ,10.90, 0,1,-999.00, 3.07, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5514079,18575250+4044558 ,11.61, 0,1,-999.00, 2.84, 0.01, -999, -999,0.188,0.002,0.583,0.003,0.879,0.004,0.794,0.004,0.633,0.004 
  5514251,18581404+4046398 , 8.98, 2,2, 33.00, 2.40, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5514974,18594704+4045279 ,11.36, 0,2,-999.00, 2.41, 0.01, -999, -999,0.142,0.002,0.623,0.004,0.885,0.005,0.779,0.005,0.608,0.004 
  5515314,19003467+4045192 ,10.88, 0,1,-999.00, 3.04, 0.01, -999, -999, -999, -999,0.552,0.003,0.857,0.004,0.777,0.003,0.568,0.003 
  5517118,19035590+4044579 ,11.86, 0,2,-999.00, 2.41, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5517310,19041565+4047019 ,11.99, 0,1,-999.00, 2.20, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5517442,19043096+4047278 ,11.74, 0,2,-999.00, 2.47, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5521176,19105141+4042384 ,12.44, 0,2,-999.00, 2.38, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5521718,19114178+4043134 ,12.18, 0,0,-999.00, 2.65, 0.01, -999, -999,0.170,0.002,0.557,0.003,0.883,0.003,0.762,0.003,0.587,0.003 
  5522071,19121461+4045519 ,10.61, 0,1,-999.00, 2.97, 0.01, -999, -999,0.172,0.002,0.672,0.013,0.872,0.036,0.755,0.030,0.596,0.020 
  5522575,19130385+4045596 ,11.40, 0,1,-999.00, 2.97, 0.01, -999, -999,0.223,0.004,0.742,0.007,0.831,0.008,0.733,0.008,0.607,0.012 
  5524229,19152927+4046014 ,11.40, 0,1,-999.00, 3.10, 0.01, -999, -999,0.195,0.001,0.652,0.021,0.904,0.005,0.755,0.005,0.674,0.036 
  5524720,19160889+4044237 ,11.59, 0,1,-999.00, 2.19, 0.01, -999, -999,0.239,0.002, -999, -999,0.852,0.004,0.812,0.004,0.547,0.004 
  5525572,19171700+4043006 ,11.75, 0,2,-999.00, 2.38, 0.01, -999, -999,0.142,0.002,0.737,0.003,0.913,0.005,0.755,0.004,0.594,0.004 
  5526083,19175546+4047254 ,11.59, 0,2,-999.00, 2.51, 0.01, -999, -999,0.145,0.002,0.702,0.003,0.887,0.004,0.746,0.004,0.603,0.004 
  5530598,19231688+4042216 , 8.71, 0,1,-999.00, 2.93, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5530982,19234890+4044497 ,12.50, 0,1,-999.00, 2.54, 0.01, -999, -999,0.201,0.005,0.624,0.006,0.894,0.008,0.741,0.007,0.605,0.009 
  5531278,19241268+4042088 ,11.10, 2,2, 64.00, 2.36, 0.01, -999, -999, -999, -999, -999, -999,0.812,0.007,0.718,0.007,0.475,0.009 
  5534253,19281062+4045393 ,10.99, 0,2,-999.00, 2.47, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5534335,19281647+4047513 ,12.40, 0,2,-999.00, 2.56, 0.01, -999, -999,0.138,0.002,0.621,0.004,0.871,0.005,0.758,0.005,0.573,0.005 
  5534910,19285814+4046073 ,10.34, 2,0,102.00, 2.96, 0.01, -999, -999,0.197,0.001,0.615,0.004,0.883,0.008,0.795,0.007,0.606,0.022 
  5534973,19290307+4045358 ,12.18, 0,0,-999.00, 2.72, 0.01, -999, -999,0.182,0.002,0.577,0.005,0.846,0.007,0.787,0.006,0.556,0.028 
  5536129,19302317+4043266 ,12.30, 0,2,-999.00, 2.48, 0.01, -999, -999,0.213,0.002,0.692,0.003,0.861,0.004,0.733,0.004,0.553,0.003 
  5536758,19311042+4047161 ,12.08, 0,2,-999.00, 2.38, 0.01, -999, -999,0.395,0.003,0.637,0.004,0.845,0.005,0.723,0.005,0.552,0.006 
  5542907,19375711+4045001 ,10.52, 0,2,-999.00, 2.95, 0.01, -999, -999,0.148,0.003,0.692,0.006,0.884,0.009,0.743,0.009,0.581,0.008 
  5543249,19381987+4045350 ,11.31, 0,0,-999.00, 2.41, 0.01, -999, -999,0.195,0.001,0.672,0.006,0.911,0.007,0.753,0.008,0.604,0.006 
  5543289,19382194+4044252 ,12.45, 0,0,-999.00, 2.65, 0.01, -999, -999,0.173,0.001,0.660,0.011,0.902,0.013,0.752,0.013,0.621,0.010 
  5544606,19394480+4044184 ,11.32, 0,2,-999.00, 2.71, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5544763,19395553+4042529 ,11.00, 0,2,-999.00, 2.77, 0.01, -999, -999,0.148,0.002,0.638,0.005,0.868,0.007,0.765,0.006,0.547,0.006 
  5545340,19403122+4046286 , 9.56, 0,2,-999.00, 2.53, 0.01, -999, -999,0.139,0.004,0.644,0.003,0.869,0.003,0.752,0.004,0.553,0.003 
  5546141,19412186+4044586 ,10.43, 0,1,-999.00, 2.81, 0.01, -999, -999,0.189,0.002,0.579,0.003,0.866,0.004,0.783,0.004,0.582,0.004 
  5546749,19415457+4045067 ,11.22, 0,0,-999.00, 2.49, 0.01, -999, -999,0.162,0.001,0.619,0.004,0.851,0.005,0.787,0.005,0.522,0.021 
  5547077,19421132+4045130 ,11.54, 0,2,-999.00, 2.63, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5551189,19455728+4045479 ,12.42, 0,0,-999.00, 2.72, 0.01, -999, -999,0.166,0.002,0.645,0.003,0.883,0.004,0.748,0.005,0.578,0.003 
  5553307,19474065+4042113 , 9.96, 0,1,-999.00, 3.32, 0.01, -999, -999,0.159,0.001,0.573,0.003,0.887,0.004,0.787,0.004,0.613,0.003 
  5554141,19481972+4046507 ,12.18, 0,2,-999.00, 2.91, 0.01, -999, -999,0.153,0.002,0.669,0.003,0.876,0.005,0.736,0.003,0.598,0.005 
  5556726,19502892+4045468 ,12.17, 0,1,-999.00, 3.21, 0.01, -999, -999,0.137,0.003,0.517,0.009,0.857,0.012,0.791,0.011,0.568,0.014 
  5557807,19511818+4044170 ,11.02, 0,2,-999.00, 2.60, 0.01, -999, -999,0.144,0.002,0.704,0.006,0.883,0.009,0.743,0.007,0.579,0.008 
  5558110,19513352+4045361 ,12.45, 0,2,-999.00, 2.82, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5558488,19515371+4047081 ,11.12, 0,2,-999.00, 2.44, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5559520,19524600+4043425 ,10.16, 2,2, 41.00, 2.41, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5563343,19555462+4047253 ,11.15, 0,2,-999.00, 2.78, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5563915,19561956+4044269 ,11.88, 0,2,-999.00, 2.64, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5564915,19570428+4043126 ,12.26, 0,0,-999.00, 2.83, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5565067,19571127+4044440 ,12.13, 0,1,-999.00, 3.00, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5566037,19575542+4045236 ,11.46, 0,2,-999.00, 2.40, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5566273,19580667+4044162 ,11.31, 0,2,-999.00, 2.50, 0.01, -999, -999,0.154,0.002,0.690,0.005,0.876,0.006,0.746,0.006,0.557,0.006 
  5597397,18523609+4052091 ,12.23, 0,1,-999.00, 2.57, 0.01, -999, -999,0.246,0.003,0.610,0.004,0.892,0.005,0.795,0.004,0.635,0.004 
  5597965,18534504+4051534 ,10.96, 0,1,-999.00, 2.65, 0.01, -999, -999,0.184,0.003,0.633,0.002,0.893,0.003,0.774,0.003,0.665,0.004 
  5598645,18550720+4049075 ,11.69, 0,1,-999.00, 3.39, 0.01, -999, -999,0.189,0.003,0.651,0.007,0.910,0.007,0.792,0.008, -999, -999 
  5598789,18552299+4052119 ,10.50, 0,2,-999.00, 2.68, 0.01, -999, -999,0.305,0.002,0.727,0.006,0.878,0.009,0.760,0.008,0.611,0.010 
  5599763,18572259+4053167 ,11.72, 0,2,-999.00, 2.39, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5602062,19015687+4048241 ,12.30, 0,1,-999.00, 2.95, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5610200,19150074+4049136 ,12.50, 2,1,103.00, 3.10, 0.01, -999, -999,0.225,0.001,0.610,0.003,0.878,0.004,0.760,0.004,0.671,0.015 
  5610212,19150200+4051584 ,12.25, 0,1,-999.00, 2.88, 0.01, -999, -999, -999, -999,0.962,0.015, -999, -999, -999, -999, -999, -999 
  5611192,19161923+4053434 ,11.82, 2,0, 82.00, 2.92, 0.01, -999, -999,0.248,0.006,0.715,0.006,0.889,0.012,0.747,0.010,0.588,0.010 
